Unnamed: 0,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
781,364709977,Cdp North America Inc,New York,NY,1694209901000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,4.0,,,,,,,,,,,,50.0,50.0,,,,,,,,,,,,,,,,8.0,12.5,12.5,,,,,75.0,,,,,75.0,25.0,,,,,,,,,,,,,,,,127.0,16.535433070866144,10.236220472440944,11.811023622047244,,,,55.90551181102362,5.511811023622047,,,,64.56692913385827,35.43307086614173,,,,,,,,,,,,,,,,218075.66666666663,216806.5,-0.5853914281475218,40.0,60.0,71582.15044247788,264076.0,9176623.0,WWW.CDP.NET/EN,118,27245305.0,75.0,50.0,75.0,33.33333333333333,
783,366110299,American Bar Association Fund for Justice and Education,Chicago,IL,1645031142000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,47.0,8.51063829787234,12.76595744680851,4.25531914893617,,2.127659574468085,,55.319148936170215,2.127659574468085,,,7.0,48.93617021276596,51.06382978723404,,,,,100.0,,,1.0,46.0,,,,,,47.0,100.0,5.0,12.0,7.000000000000001,,3.0,,72.0,1.0,,,,59.0,41.0,,,,,,,,,,,,,,,,866.0,6.351039260969977,18.013856812933028,27.9445727482679,,0.3464203233256351,,44.45727482678984,2.655889145496536,0.23094688221709006,,,63.85681293302541,36.1431870669746,,,,,,,,,,,,,,,,99959.16666666669,189763.0,47.3242061589105,53.84615384615385,46.15384615384615,87000.24524714828,367890.0,47690225.0,www.americanbar.org/fje,539,103281938.0,60.0,45.94594594594595,50.0,33.33333333333333,
785,370958448,Land of Lincoln Legal Assistance Foundation,E SAINT LOUIS,IL,1674432000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,0.0,21.73913043478261,0.0,,0.0,,47.82608695652174,0.0,,7.0,0.0,34.78260869565217,30.434782608695656,,34.78260869565217,,0.0,69.56521739130434,7.0,0.0,1.0,13.0,9.0,,2.0,12.0,9.0,,4.0,25.0,,,,,,75.0,,,,,50.0,50.0,,,,,100.0,,,,4.0,,,,4.0,,,131.0,1.5267175572519083,11.450381679389313,1.5267175572519083,,,,71.7557251908397,3.816793893129771,,9.923664122137405,,20.610687022900763,64.12213740458014,2.2900763358778624,12.977099236641221,,1.5267175572519083,90.83969465648855,10.0,,23.0,88.0,20.0,,16.0,99.0,16.0,,161112.0,0.0,-1.0,0.0,100.0,57561.65517241379,161112.0,10176840.0,WWW.LOLLAF.ORG,175,13041290.0,,43.75,28.57142857142857,,
792,381358235,Whaley Memorial Foundation,Flint,MI,1678320000000000000,,Female,,,,,,,,,11.0,,18.181818181818183,,,,,63.63636363636363,,18.181818181818183,,,27.27272727272727,72.72727272727273,,,,,,,,,,,,,,,,9.0,,11.11111111111111,,,,,77.77777777777779,11.11111111111111,,,,100.0,,,,,,,,,,,,,,,,,104.0,0.9615384615384616,58.65384615384615,,,,,38.46153846153847,1.9230769230769231,,,,80.76923076923077,19.230769230769234,,,,,,,,,,,,,,,,253059.0,0.0,-1.0,0.0,100.0,24604.46408839779,253059.0,4706467.0,WWW.WHALEYCHILDREN.ORG,182,7356702.0,,33.33333333333333,66.66666666666666,,
795,381359505,Childrens Center of Wayne County Inc,Detroit,MI,1693872000000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,32.0,,37.5,,,,,62.5,,,,,53.125,46.875,,,,,100.0,,,1.0,31.0,,,,32.0,,,6.0,0.0,66.66666666666666,,,,,33.33333333333333,,,,,83.33333333333334,16.666666666666664,,,,,100.0,,,,6.0,,,1.0,5.0,,,198.0,1.0101010101010102,65.15151515151516,3.535353535353535,0.5050505050505051,,,26.767676767676768,3.0303030303030303,,,,78.78787878787878,21.21212121212121,,,,1.0101010101010102,92.42424242424242,10.0,3.0,18.0,172.0,6.0,2.0,4.0,194.0,,,208383.5,193065.0,-7.934374433480952,20.0,80.0,47770.920577617326,257870.0,14259144.0,WWW.THECHILDRENSCENTER.COM,282,22525850.0,66.66666666666666,65.0,47.05882352941176,0.0,
796,381359511,Detroit Institute for Children,Walled Lake,MI,1682951840000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,16.0,,,,,,,,,,16.0,,,,,100.0,,,,16.0,,,,16.0,,,,16.0,,2.0,,,,,,,,,,100.0,,,,,100.0,,,,2.0,,,,2.0,,,,2.0,,80.0,,,,,,,,,,100.0,,,,,100.0,,,,80.0,,,,80.0,,,,80.0,,158519.0,0.0,-1.0,0.0,100.0,38918.045454545456,158519.0,3583307.0,WWW.DETROITCHILDREN.ORG,89,4531501.0,0.0,87.5,100.0,,
797,381359593,Starr Commonwealth,Albion,MI,1679011200000000000,White/Caucasian/European,Female,,,,,,,,,8.0,12.5,37.5,,,,,50.0,,,,,37.5,62.5,,,,,,,,,,,,,,,,6.0,,16.666666666666664,,,,,83.33333333333334,,,,,50.0,50.0,,,,,100.0,,,2.0,4.0,,,,6.0,,,60.0,1.6666666666666667,15.0,3.3333333333333335,1.6666666666666667,,,78.33333333333333,,,,,66.66666666666666,33.33333333333333,,,,,100.0,,,6.0,54.0,,,2.0,58.0,,,348351.0,174542.5,-99.579472048355,66.66666666666666,33.33333333333333,65209.63157894737,348351.0,5653368.0,WWW.STARR.ORG,79,14829723.0,0.0,25.0,33.33333333333333,,
800,381387136,Grand Rapids Art Museum,Grand Rapids,MI,1679572111000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,5.88235294117647,11.76470588235294,,,,,76.47058823529412,5.88235294117647,,,,52.94117647058824,47.05882352941176,,,,,100.0,,,1.0,16.0,,,,,,,2.0,,,,,,,100.0,,,,,50.0,50.0,,,,,100.0,,,1.0,1.0,,,,,,,60.0,1.6666666666666667,6.666666666666667,3.3333333333333335,,,,88.33333333333333,,,,,71.66666666666667,23.333333333333332,5.0,,,,,,,19.0,41.0,,,11.0,49.0,,,236057.0,0.0,-1.0,0.0,100.0,25138.162162162163,236057.0,2096281.0,WWW.ARTMUSEUMGR.ORG,75,10952010.0,,46.66666666666666,75.0,,
802,381539984,Flint Institute of Arts,Flint,MI,1619520926000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,32.0,,12.5,3.125,,,,78.125,3.125,3.125,,,59.375,40.625,,,,,,,,,,,,,,,32.0,7.0,,14.285714285714285,,,,,85.71428571428571,,,,,57.14285714285714,42.857142857142854,,,,,,,,,,,,,7.0,,,91.0,1.098901098901099,20.87912087912088,1.098901098901099,,,,76.92307692307693,,,,,56.043956043956044,43.956043956043956,,,,,,,,,,,,,,,,0.0,280620.0,100.0,100.0,0.0,30001.581967213115,280620.0,3940813.0,WWW.FLINTARTS.ORG,123,9901885.0,,48.0,55.55555555555556,,
803,381559941,NATIONAL KIDNEY FOUNDATION INC,Ann Arbor,MI,1690329600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,100.0,,,,,50.0,50.0,,,,,100.0,,,,4.0,,,,4.0,,,95.0,1.0526315789473684,18.947368421052634,6.315789473684211,0.0,0.0,0.0,71.57894736842105,2.1052631578947367,,0.0,0.0,86.31578947368422,12.631578947368421,1.0526315789473684,0.0,0.0,1.0526315789473684,98.94736842105263,0.0,0.0,,,,,,,,,273298.0,0.0,-1.0,0.0,100.0,31441.874074074072,273298.0,4517951.0,WWW.NKFM.ORG,136,8017617.0,50.0,25.0,14.285714285714285,,
804,381747660,Senior Services Inc,Kalamazoo,MI,1679011200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,,8.333333333333332,8.333333333333332,,,,58.333333333333336,,,3.0,,66.66666666666666,8.333333333333332,,25.0,,,58.333333333333336,5.0,,,8.0,4.0,,,8.0,4.0,,3.0,,,,,,,66.66666666666666,,,,33.33333333333333,66.66666666666666,33.33333333333333,,,,,100.0,,,,3.0,,,,3.0,,,125.0,3.2,15.2,1.6,,,0.8,74.4,1.6,,3.2,,31.2,68.8,,,,,,,,,,,,4.0,63.0,49.0,9.0,184848.0,213005.0,13.218938522569893,50.0,50.0,31069.412621359224,213005.0,6798152.0,WWW.SENIORSERVICES1.ORG,208,16844404.0,,77.77777777777779,75.0,,
805,381845444,Michigan Advocacy Program,Ypsilanti,MI,1679529600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,21.0,9.523809523809524,14.285714285714285,19.047619047619047,0.0,0.0,0.0,52.38095238095239,0.0,,1.0,0.0,66.66666666666666,28.57142857142857,0.0,4.761904761904762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,4.186046511627907,6.976744186046512,14.883720930232558,2.3255813953488373,0.9302325581395349,0.0,53.95348837209303,6.046511627906977,1.3953488372093024,9.30232558139535,0.0,72.55813953488372,16.27906976744186,2.7906976744186047,8.372093023255815,0.0,,,,,47.0,142.0,26.0,0.0,28.0,160.0,27.0,0.0,166257.0,0.0,-1.0,0.0,100.0,49763.385802469136,166257.0,16289594.0,MIADVOCACY.ORG,325,21199299.0,100.0,70.58823529411765,90.9090909090909,,
806,381948285,Focus Hope,Detroit,MI,1698710400000000000,Black/African American,Female,,,,,,,,,19.0,,42.10526315789473,5.263157894736842,,,,52.63157894736842,,,,,42.10526315789473,57.89473684210527,,,,,100.0,,,,,,19.0,,,,19.0,10.0,,70.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,171.0,0.5847953216374269,82.45614035087719,2.3391812865497075,,0.5847953216374269,,7.017543859649122,0.5847953216374269,,2.3391812865497075,4.093567251461988,63.1578947368421,35.08771929824561,,1.7543859649122806,,,,,171.0,,,,,,,,,201495.0,0.0,-1.0,0.0,100.0,42317.97619047619,201495.0,9088270.0,WWW.FOCUSHOPE.EDU,211,32086453.0,,30.0,100.0,,
809,381976979,Wayne-Metropolitan Community Action Agency,Detroit,MI,1663718400000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,21.0,,57.14285714285714,,,,,38.095238095238095,4.761904761904762,,,,52.38095238095239,47.61904761904761,,,,,,,,,,,,,,,,2.0,50.0,50.0,,,,,,,,,,50.0,50.0,,,,,,,,,,,,,,,,715.0,4.195804195804196,48.39160839160839,7.1328671328671325,,0.0,,37.06293706293706,3.2167832167832167,,,,84.47552447552448,15.524475524475525,,,,,,,,,,,,,,,,183704.4,276126.0,33.47080680558875,37.5,62.5,57577.82048574446,398059.0,56273096.0,WWW.WAYNEMETRO.ORG,955,301867378.0,80.0,47.368421052631575,40.0,,
812,382118101,Family & Children Services Inc,Kalamazoo,MI,1677196800000000000,Black/African American,Female,,,,,,,,,24.0,0.0,16.666666666666664,12.5,,0.0,,70.83333333333334,0.0,,,,54.166666666666664,45.83333333333333,,,,,,,,,,,,,,,,7.0,,28.57142857142857,,,,,71.42857142857143,,,,,85.71428571428571,14.285714285714285,,,,,,,,,,,,,,,,125.0,0.0,31.2,4.0,,0.0,,61.6,3.2,,,,,,,,100.0,,,,,,,,,,,,,169486.0,0.0,-1.0,0.0,100.0,43787.99354838709,169486.0,6956625.0,FCSOURCE.ORG,156,10978301.0,100.0,52.38095238095239,71.42857142857143,,
813,382185735,Residential Opportunities Incorporated,Kalamazoo,MI,1662940800000000000,Black/African American,Female,,,,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,16.0,6.25,18.75,,,,,50.0,,,4.0,,37.5,37.5,,25.0,,,68.75,5.0,,,11.0,5.0,,1.0,10.0,5.0,,10.0,,20.0,,,,,80.0,,,,,80.0,20.0,,,,,80.0,1.0,1.0,,9.0,1.0,,,9.0,1.0,,351.0,,3.9886039886039883,1.1396011396011396,,,,13.675213675213676,1.9943019943019942,,79.2022792022792,,16.524216524216524,4.843304843304843,,78.63247863247864,,0.2849002849002849,17.37891737891738,285.0,4.0,10.0,62.0,279.0,,8.0,60.0,280.0,3.0,154367.0,152704.0,-1.0890349958088852,50.0,50.0,38651.84980237154,154367.0,19864907.0,WWW.RESIDENTIALOPPORTUNITIES.ORG,508,29208902.0,50.0,50.0,55.55555555555556,,
814,382322117,Peckham Vocational Industries Inc,Lansing,MI,1667779200000000000,White/Caucasian/European,Female,Transgender,Heterosexual or Straight,Person with a disability,,,,,,11.0,,18.181818181818183,,,,,81.81818181818183,,,,,45.45454545454545,54.54545454545454,,,,,,,,,,,,1.0,10.0,,,6.0,,16.666666666666664,,,,,83.33333333333334,,,,,33.33333333333333,66.66666666666666,,,,,,,,,,,,,6.0,,,5557.0,6.352348389418751,26.21918301241677,10.869174014756164,,0.9717473456901206,,52.43836602483354,3.14918121288465,,,,50.494871333453304,48.821306460320315,0.21594385459780457,,0.46787835162857655,,,,,,,,,3777.0,1780.0,,,329589.6666666667,226929.0,-45.23911296778582,62.5,37.5,31793.698471270425,538153.0,122748706.0,WWW.PECKHAM.ORG,3802,238431245.0,20.0,63.63636363636363,40.0,100.0,
815,382394044,West Michigan Horticultural Society Inc,Grand Rapids,MI,1698969600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,43.0,4.651162790697675,9.30232558139535,6.976744186046512,,0.0,,79.06976744186046,0.0,,0.0,,44.18604651162791,55.81395348837209,0.0,0.0,0.0,,,,,,,,,,,,,12.0,,,,,,,100.0,,,,,50.0,50.0,,,,,,,,,,,,,,,,197.0,2.030456852791878,5.0761421319796955,3.5532994923857872,,,,84.77157360406092,3.5532994923857872,,1.015228426395939,,,,,,,,,,,,,,,,,,,265363.0,550507.0,51.79661657344956,50.0,50.0,33784.46931407942,550507.0,10174168.0,WWW.MEIJERGARDENS.ORG,279,29123532.0,33.33333333333333,54.16666666666666,50.0,,
818,382461102,ODC NETWORK,Holland,MI,1688601600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,5.88235294117647,5.88235294117647,5.88235294117647,,,,82.35294117647058,,,,,41.17647058823529,58.82352941176471,,,,,,,,,,,,,,,,7.0,,,,,,,100.0,,,,,42.857142857142854,57.14285714285714,,,,,,,,,,,,,,,,91.0,,2.197802197802198,5.4945054945054945,,2.197802197802198,,78.02197802197803,,,,12.087912087912088,76.92307692307693,23.076923076923077,,,,,,,,,,,,,,,,0.0,197449.0,100.0,100.0,0.0,39050.17333333333,197449.0,3126212.0,WWW.OUTDOORDISCOVERY.ORG,76,8710851.0,,33.33333333333333,16.666666666666664,,
822,382846307,Mercy-USA for Aid and Development Inc,Plymouth,MI,1686182400000000000,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,7.0,,28.57142857142857,,71.42857142857143,,,,,,,,42.857142857142854,57.14285714285714,,,,,100.0,,,,7.0,,,,7.0,,,4.0,,,,50.0,,,25.0,25.0,,,,25.0,75.0,,,,,100.0,,,,4.0,,,,4.0,,,1247.0,0.24057738572574178,55.33279871692061,,43.78508420208501,,,0.5613472333600642,0.08019246190858059,,,,46.912590216519646,53.087409783480354,,,,,100.0,,,,1247.0,,,,1247.0,,,0.0,153482.5,100.0,100.0,0.0,1032804.0,156877.0,7536593.0,WWW.MERCYUSA.ORG,9,64709039.0,100.0,33.33333333333333,40.0,,
824,382926476,Forgotten Harvest Inc,OAK PARK,MI,1691452800000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,30.0,6.666666666666667,16.666666666666664,6.666666666666667,,,,70.0,,,,,50.0,50.0,,,,,,,30.0,,,,30.0,,,,,6.0,,16.666666666666664,16.666666666666664,,,,66.66666666666666,,,,,33.33333333333333,66.66666666666666,,,,,,,,,,,,,6.0,,,90.0,,44.44444444444444,2.2222222222222223,,,,53.333333333333336,,,,,53.333333333333336,45.55555555555556,,1.1111111111111112,,1.1111111111111112,,89.0,,,,,,,,,,0.0,230968.3333333333,100.0,100.0,0.0,59852.12380952381,317251.0,6977378.0,WWW.FORGOTTENHARVEST.ORG,108,91679704.0,60.0,42.42424242424242,30.76923076923077,0.0,
826,383351777,Covenant House Michigan,Detroit,MI,1664460294000000000,Black/African American,Female,,,,Black/African American,Female,,,,14.0,0.0,21.428571428571427,0.0,,0.0,,64.28571428571429,14.285714285714285,,,,50.0,50.0,,,,,,,,,,,,,,,,7.0,,42.857142857142854,,,,,57.14285714285714,,,,,71.42857142857143,28.57142857142857,,,,,,,,,,,,,,,,75.0,1.3333333333333335,54.666666666666664,6.666666666666667,,,,29.333333333333332,8.0,,,,73.33333333333333,26.666666666666668,,,,,,,,,,,,,,,,0.0,191744.0,100.0,100.0,0.0,41984.42857142857,191744.0,4012327.0,WWW.COVENANTHOUSEMI.ORG,92,5610036.0,100.0,68.42105263157895,42.85714285714285,,
830,390806257,Milwaukee Center for Independence Inc,Milwaukee,WI,1644395045000000000,White/Caucasian/European,Female,,Decline to state,Person without a disability,,,,,,18.0,0.0,22.22222222222222,5.555555555555555,,0.0,,72.22222222222221,,,,,50.0,50.0,,,,,,18.0,,,,18.0,,,,,18.0,6.0,,16.666666666666664,,,,,83.33333333333334,,,,,100.0,,,,,,,,,,,,,,,,6.0,592.0,3.7162162162162162,33.61486486486486,7.601351351351352,,0.33783783783783783,,47.80405405405405,3.209459459459459,,0.33783783783783783,3.3783783783783785,,,,,,,,,,,,,,,,,592.0,249653.4,179112.25,-39.38376632530717,44.44444444444444,55.55555555555556,26261.30647291942,453656.0,21844525.0,www.CFIhope.org,766,42699673.0,0.0,,33.33333333333333,33.33333333333333,
831,390806262,St Joseph Academy Inc,Milwaukee,WI,1659571200000000000,Black/African American,Female,Decline to state,Heterosexual or Straight,Person without a disability,,,,,,9.0,,33.33333333333333,22.22222222222222,,,,44.44444444444444,,,,,55.55555555555556,44.44444444444444,,,,0.0,0.0,9.0,,,,,,,,,,13.0,0.0,15.384615384615385,30.76923076923077,,,,53.84615384615385,,,,,84.61538461538461,15.384615384615385,,,,,,,,,,,,,,,,72.0,2.7777777777777777,11.11111111111111,34.72222222222222,,0.0,,51.388888888888886,0.0,,,,86.11111111111111,13.88888888888889,,,,,,,,,,,,,,,,0.0,374204.0,100.0,100.0,0.0,,0.0,4009521.0,WWW.SJAMILWAUKEE.ORG,123,6157567.0,,50.0,100.0,,
837,391047205,Foundations Health and Wholeness Inc,Green Bay,WI,1642093285000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,17.0,5.88235294117647,0.0,0.0,,0.0,,82.35294117647058,,,,2.0,58.82352941176471,41.17647058823529,,,,,,,17.0,,,,17.0,,,,17.0,6.0,16.666666666666664,,,,,,66.66666666666666,,,,16.666666666666664,66.66666666666666,33.33333333333333,,,,,,,6.0,,,,6.0,,,,6.0,55.0,,,,,,,,,,,100.0,,,,,100.0,,,,55.0,,,,55.0,,,,55.0,0.0,184666.0,100.0,100.0,0.0,61820.94029850746,184666.0,4326669.0,FOUNDATIONSGB.ORG,68,7664994.0,,72.22222222222221,33.33333333333333,,
839,391225709,Boys & Girls Club Fox Valley Inc,APPLETON,WI,1679702400000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,26.0,3.8461538461538463,7.6923076923076925,,,,,84.61538461538461,,3.8461538461538463,,,34.61538461538461,65.38461538461539,,,,,,,,,,,,,,,,9.0,,,,,,,100.0,,,,,77.77777777777779,22.22222222222222,,,,,,,,,,,,,,,,179.0,2.2346368715083798,7.262569832402235,5.58659217877095,,0.5586592178770949,0.0,81.00558659217877,3.35195530726257,,,,75.41899441340783,24.581005586592177,,,,,,,,,,,,19.0,145.0,14.0,1.0,0.0,183244.0,100.0,100.0,0.0,17783.715555555555,183244.0,4184580.0,BGCLUBFOXVALLEY.ORG,226,9240725.0,,31.57894736842105,12.5,,
840,391247667,LA Causa Inc,Milwaukee,WI,1687855582000000000,Hispanic/Latino/Latina/Latinx,Male,,,,,,,,,13.0,,7.6923076923076925,53.84615384615385,,,,38.46153846153847,,,,,38.46153846153847,61.53846153846154,,,,,,,,,,,,,,,,9.0,,,44.44444444444444,,,,55.55555555555556,,,,,55.55555555555556,44.44444444444444,,,,,,,,,,,,,,,,215.0,0.9302325581395349,14.418604651162791,34.418604651162795,,0.46511627906976744,,49.30232558139535,0.46511627906976744,,,,,,,,,,,,,,,,215.0,,,,215.0,171676.0,349675.0,50.904125259169234,50.0,50.0,39754.84251968504,349675.0,10619081.0,WWW.LACAUSA.ORG,256,16042150.0,100.0,28.57142857142857,33.33333333333333,,
841,391249426,Community Advocates Inc,Milwaukee,WI,1674777600000000000,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,,,,,,13.0,,30.76923076923077,7.6923076923076925,,,,61.53846153846154,,,,,76.92307692307693,23.076923076923077,,,,,,,,,,,,,,,,2.0,,50.0,,,,,50.0,,,,,,100.0,,,,,,,,,,,,,,,,140.0,3.571428571428571,60.71428571428571,12.142857142857142,,,,23.57142857142857,,,,,74.28571428571429,25.71428571428571,,,,,,,,,,,,,,,,179298.0,0.0,-1.0,0.0,100.0,29608.235741444867,179298.0,7966264.0,WWW.COMMUNITYADVOCATES.COM,264,54333478.0,,83.33333333333334,71.42857142857143,,
844,391384593,Feeding America Eastern Wisconsin Inc,Milwaukee,WI,1646934012000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,17.391304347826086,8.695652173913043,0.0,,,,73.91304347826086,,,,,30.434782608695656,69.56521739130434,,,,,,,,,,,,,,,,6.0,,,,,,,100.0,,,,,33.33333333333333,66.66666666666666,,,,,100.0,,,1.0,5.0,,,,6.0,,,67.0,2.9850746268656714,17.91044776119403,2.9850746268656714,,,,73.13432835820896,,,2.9850746268656714,,49.25373134328358,50.74626865671642,,,,,,,,,,,,,,,,236480.0,0.0,-1.0,0.0,100.0,47097.794117647056,236480.0,5040455.0,WWW.FEEDINGAMERICAWI.ORG,103,73386617.0,0.0,27.77777777777778,40.0,,
846,391524326,Beyond Vision Inc,Milwaukee,WI,1680048000000000000,,,,,,,,,,,13.0,,,15.384615384615385,,,,84.61538461538461,,,,,23.076923076923077,76.92307692307693,,,,,,,,,,,,1.0,,,12.0,8.0,12.5,,,,,,87.5,,,,,37.5,62.5,,,,,,,,,,,,1.0,,,7.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,56.0,0.0,228521.5,100.0,100.0,0.0,48771.16,374966.0,4571923.0,WWW.BEYONDVISION.COM,79,9801223.0,25.0,0.0,0.0,,
854,410693910,Girl Scouts of Minnesota and Wisconsin River Valleys Inc,Saint Paul,MN,1695740430000000000,Black/African American,Female,,,,,,,,,25.0,4.0,12.0,8.0,,,,72.0,4.0,,,,84.0,16.0,,,,,,,,,,,,,,,,4.0,25.0,,,,,,75.0,,,,,75.0,25.0,,,,,,,,,,,,,,,,142.0,10.56338028169014,10.56338028169014,5.633802816901409,,,,71.12676056338029,2.112676056338028,,,,92.25352112676056,7.042253521126761,0.7042253521126761,,,,,,,,,,,,,,,185336.0,0.0,-1.0,0.0,100.0,39121.637931034486,235966.0,9817564.0,WWW.GIRLSCOUTSRV.ORG,236,21615008.0,100.0,76.0,92.3076923076923,,100.0
858,410907046,Mount Olivet Rolling Acres Inc,Victoria,MN,1577923200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,,,,,,100.0,,,,,64.28571428571429,35.714285714285715,,,,,100.0,,,,14.0,,,,,,,12.0,,,8.333333333333332,,,,91.66666666666666,,,,,83.33333333333334,16.666666666666664,,,,,100.0,,,,12.0,,,,12.0,,,450.0,,,,,,,,,,,100.0,,,,,100.0,,,,,,,,,,,,,208108.0,0.0,-1.0,0.0,100.0,36411.69755244755,208108.0,21035599.0,MORACARES.ORG,573,39199197.0,,57.14285714285714,60.0,,
859,410907857,Lifeworks Services Inc,RICHFIELD,MN,1676332800000000000,Black/African American,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,12.0,,41.66666666666667,,,,,58.333333333333336,,,,,41.66666666666667,58.333333333333336,,,,,,,,,,,,1.0,11.0,,,6.0,,16.666666666666664,,,,,83.33333333333334,,,,,83.33333333333334,16.666666666666664,,,,,,,,,,,,,6.0,,,189.0,4.761904761904762,9.523809523809524,3.1746031746031744,,,,82.01058201058201,,0.5291005291005291,,,74.60317460317461,24.867724867724867,0.5291005291005291,,,,,,,,,,,14.0,175.0,,,167322.33333333334,183164.0,8.648897527170545,40.0,60.0,39336.35227854583,202468.0,77692191.0,WWW.LIFEWORKS.ORG,1958,90055832.0,80.0,50.0,33.33333333333333,,
