ein,org_name,web_address,num_employees,total_revenue,total_compensation,highest_salary,avg_employee_comp,pay_gap,percent_male,percent_female,category_gender_percentages
41-2237951,TRAVIS MANION FOUNDATION,WWW.TRAVISMANION.ORG,68,11104104.0,4433033.0,166500.0,63679.59701492537,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
41-6031510,SAINT PAUL & MINNESOTA FOUNDATION,WWW.SPMCF.ORG,83,122971818.0,8859346.0,695879.0,79675.87323943662,38.367192418465244,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
41-6038537,INNERCITY TENNIS FOUNDATION,WWW.INNERCITYTENNIS.ORG,92,3125271.0,1475635.0,201846.0,13997.681318681318,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
41-6078344,HIRED,WWW.HIRED.ORG,261,8749042.0,5846552.0,231399.0,21596.742307692308,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
42-0681048,THE VISITING NURSE ASSOCIATIONOF POTTAWATTAMIE COUNTY IOWA,WWW.VNATODAY.ORG,11,592797.0,449361.0,0.0,49929.0,-1.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
42-1135083,HORIZONS A FAMILY SERVICE ALLIANCE,HORIZONSFAMILY.ORG,66,3928911.0,2123146.0,152371.0,30319.615384615383,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
42-1186501,PROTEUS INC,WWW.PROTEUSINC.NET,98,6779811.0,3985449.0,175538.0,37989.052083333336,7.164260729870456,50.0,50.0,{'OfficerInd_percent_female': 50.0}
42-1311721,HOMES OF OAKRIDGE HUMAN SERVICES,OAKRIDGENEIGHBORHOOD.ORG,86,4355824.0,515906.0,190522.0,2051.7619047619046,-100.0,0.0,100.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 100.0}"
42-1492988,IOWA JOBS FOR AMERICAS GRADUATES INC,WWW.I-JAG.ORG,168,8843429.0,7538216.0,166095.0,44144.4371257485,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
42-1633060,YOUTH EMPOWERMENT PROJECTC/O MELISSA SAWYER,WWW.YOUTHEMPOWERMENTPROJECT.ORG,55,4776817.0,3028708.0,174674.0,52852.48148148148,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
42-1772557,GLOBAL POVERTY PROJECT INCD/B/A GLOBAL CITIZEN,WWW.GLOBALCITIZEN.ORG,138,91596868.0,12809934.0,427883.0,76236.828125,-10.60224397446085,70.0,30.0,"{'HighestCompensatedEmployeeInd_percent_female': 40.0, 'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'KeyEmployeeInd_percent_female': 0.0, 'OfficerInd_percent_female': 100.0}"
42-6072050,Dubuque County Historical Society,www.rivermuseum.com,184,9721079.0,2837023.0,228759.0,14252.808743169398,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
43-0652648,KINGDOM HOUSED/B/A LIFEWISE STL,WWW.LIFEWISESTL.ORG,165,5069438.0,3054633.0,152199.0,17697.768292682926,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
43-0653309,EMMAUS HOMES INC,WWW.EMMAUSHOMES.ORG,814,32833294.0,25574646.0,230255.0,30898.33045622688,-100.0,0.0,100.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 100.0}"
43-0653618,YOUNG WOMEN'S CHRISTIAN ASSOCIATION OFMETROPOLITAN ST LOUIS,WWW.YWCASTLOUIS.ORG,355,28199996.0,14639055.0,161248.0,40655.92634560906,-27.706015126915613,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
43-0654857,UNLEASHING POTENTIAL,WWW.UPSTL.ORG,124,3972769.0,2303778.0,163055.0,17404.252032520326,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
43-0654866,MISSOURI HISTORICAL SOCIETY,WWW.MOHISTORY.ORG,243,36156227.0,10742081.0,370531.0,39843.98312236287,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
43-0662471,GIRL SCOUTS OF EASTERN MISSOURI INC,WWW.GIRLSCOUTSEM.ORG,199,17676549.0,7255332.0,482756.0,31558.582474226805,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
43-0764144,BOONE CENTER INC,WWW.BOONECENTER.COM,448,18998876.0,8391354.0,236994.0,17939.854260089687,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
43-0967292,KANSAS CITY CARE CLINIC,WWW.KCCARE.ORG,302,35507108.0,15986208.0,285257.0,48870.07118644068,4.845333891607941,71.42857142857143,28.57142857142857,"{'HighestCompensatedEmployeeInd_percent_female': 33.33333333333333, 'OfficerInd_percent_female': 25.0}"
43-0970674,SYNERGY SERVICES INC,WWW.SYNERGYSERVICES.ORG,271,16867812.0,10503815.0,174726.0,37777.24907063197,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
43-0971560,OPERATION BREAKTHROUGH INC,OPERATIONBREAKTHROUGH.ORG,289,16723338.0,10990423.0,281280.0,36608.66550522648,-100.0,0.0,100.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 100.0}"
43-0976396,COMMUNITY SERVICES LEAGUE,CSLCARES.ORG,105,18545815.0,3155999.0,162857.0,28780.21153846154,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
43-1016961,OATS INC,WWW.OATSTRANSIT.ORG,746,29587471.0,17602240.0,164769.0,23406.001342281877,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
43-1024440,CHILD CENTER-MARYGROVE,WWW.MARYGROVECHILDREN.ORG,314,10512992.0,8797275.0,178665.0,27623.75,100.0,50.0,50.0,"{'IndividualTrusteeOrDirectorInd_percent_female': 100.0, 'OfficerInd_percent_female': 0.0}"
43-1069741,EPWORTH CHILDREN & FAMILYSERVICES INC,WWW.EPWORTH.ORG,206,12399724.0,7792388.0,242951.0,36826.52195121951,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
43-1104134,CENTER FOR DEVELOPMENTALLY DISABLED,WWW.CDDKC.ORG,428,18017450.0,14013018.0,184219.0,32385.946135831382,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
43-1125281,GOODWILL OF WESTERN MISSOURI & EASTERN KANSAS,WWW.MOKANGOODWILL.ORG,967,27879182.0,12456205.0,265425.0,12312.55705394191,-65.12948129714596,66.66666666666666,33.33333333333333,{'OfficerInd_percent_female': 33.33333333333333}
43-1152398,GREATER KANSAS CITY COMMUNITY FOUNDATION,WWW.GROWYOURGIVING.ORG,135,806268745.0,8664019.0,487558.0,53420.74803149606,-46.88909720986464,37.5,62.5,"{'HighestCompensatedEmployeeInd_percent_female': 80.0, 'IndividualTrusteeOrDirectorInd_percent_female': 100.0, 'KeyEmployeeInd_percent_female': 0.0}"
43-1175749,HABITAT FOR HUMANITY OFKANSAS CITY,WWW.HABITATKC.ORG,110,10262500.0,4309055.0,157919.0,38083.81651376147,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
43-1190760,RONALD MCDONALD HOUSE CHARITIES OFKANSAS CITY INC,WWW.RMHCKC.ORG,66,8017708.0,2942173.0,234065.0,39807.84375,-45.920352106529684,50.0,50.0,"{'HighestCompensatedEmployeeInd_percent_female': 0.0, 'OfficerInd_percent_female': 100.0}"
43-1208665,HARVESTERS - THE COMMUNITY FOOD NETWORK,WWW.HARVESTERS.ORG,182,143704850.0,11499147.0,288110.0,59553.629213483146,-30.722876098923674,50.0,50.0,{'OfficerInd_percent_female': 50.0}
43-1209344,KANSAS CITY HOSPICE INC,WWW.KANSASCITYHOSPICE.ORG,477,39116294.0,25645998.0,342875.0,51299.02127659575,44.63627012910149,71.42857142857143,28.57142857142857,"{'HighestCompensatedEmployeeInd_percent_female': 33.33333333333333, 'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'OfficerInd_percent_female': 33.33333333333333}"
43-1243999,UNBOUND,WWW.UNBOUND.ORG,164,139345487.0,13026920.0,312036.0,74672.48101265823,100.0,100.0,0.0,"{'HighestCompensatedEmployeeInd_percent_female': 0.0, 'OfficerInd_percent_female': 0.0}"
43-1374479,ST LOUIS ART MUSEUM FOUNDATION,N/A,0,16648359.0,0.0,0.0,-0.0,-1.0,28.57142857142857,71.42857142857143,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333, 'OfficerInd_percent_female': 100.0}"
43-1556416,TRI-COUNTY MENTAL HEALTH SERVICES INC,TRI-COUNTYMHS.ORG,197,23945473.0,11303467.0,330511.0,51416.12565445026,39.76875808904695,83.33333333333334,16.666666666666664,"{'HighestCompensatedEmployeeInd_percent_female': 0.0, 'OfficerInd_percent_female': 50.0}"
43-1569124,PARENTS AS TEACHERS NATIONAL CENTER INC,WWW.PARENTSASTEACHERS.ORG,141,18168928.0,9050500.0,267811.0,62733.49285714285,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
43-1689138,CORNERSTONES OF CARE,WWW.CORNERSTONESOFCARE.ORG,889,49630237.0,35516039.0,186338.0,39354.35706214689,-11.558486913659092,75.0,25.0,{'IndividualTrusteeOrDirectorInd_percent_female': 25.0}
43-1880952,The Missouri Foundation For Health,WWW.MFFH.ORG,56,167005980.0,6548660.0,388438.0,91323.70212765958,1.6924803236716528,44.44444444444444,55.55555555555556,"{'HighestCompensatedEmployeeInd_percent_female': 60.0, 'KeyEmployeeInd_percent_female': 0.0, 'OfficerInd_percent_female': 66.66666666666666}"
44-0579903,UNITED CEREBRAL PALSY HEARTLANDDBA UCP HEARTLAND,WWW.UCPHEARTLAND.ORG,421,13839591.0,8604152.0,165441.0,19779.23150357995,8.6000447289366,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
44-0646347,UNITED INNER CITY SERVICES INC,EARLYSTARTKC.ORG,127,7516233.0,4458889.0,174669.0,34001.74603174603,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
45-1447048,LEADING EDUCATORS INC,WWW.LEADINGEDUCATORS. ORG,91,33021639.0,10526204.0,252744.0,108686.89024390244,9.852851779962887,55.55555555555556,44.44444444444444,{'IndividualTrusteeOrDirectorInd_percent_female': 44.44444444444444}
45-2384209,KIPP ADMINISTRATIVE SERVICES CORPORATION,WWW.KIPPPHILADELPHIA.ORG,131,9683835.0,4877937.0,284044.0,30341.579365079364,-100.0,0.0,100.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 100.0}"
45-2424130,NASHVILLE RESCUE MISSION,HTTP://WWW.NASHVILLERESCUEMISSION.ORG/,195,20187859.0,7513871.0,216346.0,37616.10824742268,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
45-2736163,NEW CLASSROOMS INNOVATION PARTNERS INC,NEWCLASSROOMS.ORG,112,10051232.0,7476648.0,396008.0,53325.58653846154,13.933284639811925,62.5,37.5,{'IndividualTrusteeOrDirectorInd_percent_female': 37.5}
45-3199958,MICHAELS COMMUNITY SERVICES CORPORATION,WWW.BETTERTOMORROWS.ORG,151,8637574.0,5081911.0,153009.0,32859.346666666665,-100.0,0.0,100.0,{'HighestCompensatedEmployeeInd_percent_female': 100.0}
45-3714703,MONGABAY ORG CORP,WWW.MONGABAY.ORG,19,6871045.0,1276927.0,222594.0,58574.055555555555,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
45-3813436,CENTER FOR POPULAR DEMOCRACY INC,WWW.POPULARDEMOCRACY.ORG,144,29210184.0,14695875.0,244476.0,96394.07352941176,-10.731849949054997,37.5,62.5,"{'HighestCompensatedEmployeeInd_percent_female': 50.0, 'IndividualTrusteeOrDirectorInd_percent_female': 75.0}"
45-5569879,COLOR OF CHANGEORG EDUCATION FUND,N/A,0,30657918.0,7658319.0,0.0,-7658319.0,-1.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
46-0675150,INSPIRENOLA CHARTER SCHOOLS,WWW.INSPIRENOLACHARTERSCHOOLS.ORG,983,84277535.0,52275435.0,351327.0,52070.923155737706,9.788416728273178,71.42857142857143,28.57142857142857,{'IndividualTrusteeOrDirectorInd_percent_female': 28.57142857142857}
46-0689949,HIDDEN GENIUS PROJECT,www.hiddengeniusproject.org,51,7747207.0,1790424.0,155034.0,32707.8,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
46-0773284,HUMAN-I-T,WWW.HUMAN-I-T.ORG,274,12233470.0,6680717.0,148855.0,23926.234432234432,100.0,100.0,0.0,{'FormerOfcrDirectorTrusteeInd_percent_female': 0.0}
46-1181070,HOPE IS ALIVE MINISTRIES INC,HOPEISALIVE.NET,78,9816815.0,2889708.0,220196.0,32769.53947368421,18.696524914167377,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
46-1479450,INTERNATIONAL SPY MUSEUM,WWW.SPYMUSEUM.ORG,214,22140962.0,8258591.0,375090.0,33501.5625,-17.25453614774304,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
46-1657101,SANDY HOOK PROMISE FOUNDATION,HTTP://WWW.SANDYHOOKPROMISE.ORG,97,25529583.0,7898194.0,226110.0,78274.58695652174,20.337995521527848,40.0,60.0,{'IndividualTrusteeOrDirectorInd_percent_female': 60.0}
46-1904997,PROSPECTS OPPORTUNITY AND ENRICHMENTINC,WWW.PROSPECTORTHEATER.ORG,132,3340795.0,3603635.0,200218.0,23662.736434108527,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
46-2140915,THE ANTI-RECIDIVISM COALITION,WWW.ANTIRECIDIVISM.ORG,117,21347280.0,6266975.0,164290.0,52609.35344827586,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
46-2594689,CRISTO REY SAN JOSE HIGH SCHOOL,WWW.CRISTOREYSANJOSE.ORG,119,17330154.0,5253037.0,222854.0,39330.46956521739,8.02952530214261,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
46-4340594,BRAVEN INC,WWW.BEBRAVEN.ORG,0,22362245.0,8816472.0,303859.0,-1246977.5,-29.865716241834345,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
46-4664562,ONE TREE PLANTED INC,WWW.ONETREEPLANTED.ORG,18,64092797.0,2806510.0,0.0,165088.82352941178,-1.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
47-0376529,THE OMAHA HOME FOR BOYS,WWW.OHB.ORG,116,6905612.0,5073409.0,226998.0,42142.70434782609,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
47-0376586,YMCA OF GREATER OMAHA,WWW.METROYMCA.ORG,1260,28201133.0,13029318.0,234620.0,10013.407790143085,-18.596175523552933,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
47-0376597,KIDS CAN COMMUNITY CENTER,WWW.KIDSCAN.ORG,131,4788785.0,2114585.0,153944.0,15081.853846153846,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
47-0376612,CATHOLIC CHARITIES OF THE ARCHDIOCESEOF OMAHA INC,WWW.CCOMAHA.ORG,85,7205973.0,3425043.0,158956.0,38881.98809523809,-100.0,0.0,100.0,{'HighestCompensatedEmployeeInd_percent_female': 100.0}
47-0378995,NEBRASKA CHILDREN'S HOME SOCIETY INC,WWW.NCHS.ORG,130,10436899.0,6735347.0,158942.0,50979.88372093023,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
47-0379754,CHILDREN'S HOSPITAL & MEDICALCENTER,WWW.CHILDRENSOMAHA.ORG,3624,560152209.0,254198016.0,1251284.0,67690.15148158405,-0.9149712383411638,38.46153846153847,61.53846153846154,{'IndividualTrusteeOrDirectorInd_percent_female': 61.53846153846154}
47-0457872,EASTER SEAL SOCIETY OF NEBRASKA INC,WWW.EASTERSEALS.COM/NE/,31,1360294.0,863577.0,0.0,29778.51724137931,-1.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
47-0467350,BOYS & GIRLS CLUBS OF THE MIDLANDS,WWW.BGCOMAHA.ORG,285,10137249.0,6206265.0,236264.0,20467.395759717314,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
47-0601005,SIENA FRANCIS HOUSE,WWW.SIENAFRANCIS.ORG,122,11436014.0,4770202.0,219599.0,37608.289256198346,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
47-0690207,VISITING NURSE ASSOCIATION OF THEMIDLANDS,WWW.VNATODAY.ORG,218,34105411.0,8989164.0,398604.0,38165.99069767442,51.21348664259698,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
47-0690286,VISITING NURSE HEALTH SERVICES,WWW.VNATODAY.ORG,139,5721468.0,3138618.0,0.0,22909.620437956204,-1.0,100.0,0.0,"{'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'OfficerInd_percent_female': 0.0}"
47-0690846,VISITING NURSE FOUNDATION,WWW.VNATODAY.ORG,0,603394.0,0.0,0.0,-0.0,-1.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
47-0756970,COMMUNITY ALLIANCE REHABILITATIONSERVICES,WWW.COMMUNITY-ALLIANCE.ORG,272,17995649.0,8583737.0,206488.0,31142.189591078066,-100.0,0.0,100.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 100.0}"
47-0789054,PROJECT HARMONY,WWW.PROJECTHARMONY.COM,148,20341905.0,7822119.0,383586.0,49755.479452054795,54.57785216353047,50.0,50.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 0.0}"
47-2042581,GOSPEL LIGHT MENNONITE CHURCH MEDICAL AI,WWW.LIBERTYHEALTHSHARE.ORG,476,372680675.0,16014905.0,292513.0,31881.552016985137,21.03706385851157,80.0,20.0,{'IndividualTrusteeOrDirectorInd_percent_female': 20.0}
47-2772048,Learning Policy Institute,https://learningpolicyinstitute.org,83,13855594.0,9017803.0,493225.0,89791.62666666666,36.29507481145573,12.5,87.5,{'IndividualTrusteeOrDirectorInd_percent_female': 87.5}
47-3363891,IMPACT JUSTICE,WWW.IMPACTJUSTICE.ORG,99,17345959.0,8342904.0,341344.0,76823.81720430107,34.18165756194497,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
47-3681860,HOPEWELL FUND,WWW.HOPEWELLFUND.ORG,135,123385939.0,14204396.0,302911.0,99560.96153846153,-2.1459586511635407,20.0,80.0,"{'IndividualTrusteeOrDirectorInd_percent_female': 75.0, 'OfficerInd_percent_female': 100.0}"
47-4070026,Brighter Bites Inc,www.brighterbites.org,117,11458795.0,3751401.0,188684.0,30713.077586206895,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
47-4589916,CESC INC,WWW.KEARNEYCENTER.ORG,106,2364053.0,1300333.0,188246.0,10591.304761904761,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
47-4649648,ALDER GRADUATE SCHOOL OF EDUCATION,HTTPS://ALDERGSE.EDU/,133,26265610.0,6155171.0,346066.0,34934.032,-5.714643360568871,25.0,75.0,"{'HighestCompensatedEmployeeInd_percent_female': 75.0, 'OfficerInd_percent_female': 75.0}"
47-4657747,SIGHTSAVERS INC,SIGHTSAVERS.ORG,1,38408510.0,185508.0,173177.0,0.0,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
48-1159633,GRACEMED HEALTH CLINIC INC,WWW.GRACEMED.ORG,454,36186856.0,20124378.0,285670.0,40836.17303370786,-10.236798271065608,55.55555555555556,44.44444444444444,{'IndividualTrusteeOrDirectorInd_percent_female': 44.44444444444444}
48-1181305,CATHOLIC CHARITIES OFNORTHEAST KANSAS INC,WWW.CATHOLICCHARITIESKS.ORG,267,19984016.0,6099907.0,170186.0,22292.184210526317,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
51-0065748,YOUNG MEN'S CHRISTIAN ASSOCIATIONOF DELAWARE,WWW.YMCADE.ORG,1692,39943473.0,19184002.0,368248.0,10353.679928741092,-18.878686344220785,37.5,62.5,{'IndividualTrusteeOrDirectorInd_percent_female': 62.5}
51-0079778,OPPORTUNITY CENTER INC,WWW.SERVICESOURCE.ORG,248,7361490.0,5434701.0,173034.0,20663.902953586497,-48.78868428663904,63.63636363636363,36.36363636363637,{'IndividualTrusteeOrDirectorInd_percent_female': 36.36363636363637}
51-0144434,THE MARINE MAMMAL CENTER,WWW.MARINEMAMMALCENTER.ORG,127,22610379.0,10132681.0,295979.0,73752.62295081967,6.73122686840281,80.0,20.0,{'IndividualTrusteeOrDirectorInd_percent_female': 20.0}
51-0151069,PENINSULA AGENCY ON AGING INC,WWW.PAAINC.ORG,91,5002538.0,2054678.0,197504.0,20635.266666666666,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
51-0173390,BUILDING OPP FOR SELF-SUFFICIENCY,N/A,159,15313227.0,6319907.0,222622.0,38590.41139240506,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
51-0179153,JAY NOLAN COMMUNITY SERVICES INC,WWW.JAYNOLAN.ORG,666,23760216.0,19566890.0,198619.0,29125.21954887218,100.0,100.0,0.0,{'OfficerInd_percent_female': 0.0}
51-0187791,MISSION ECONOMIC DEVELOPMENT AGENCY,WWW.MEDASF.ORG,115,20206962.0,9156788.0,312612.0,71921.21296296296,26.801460103804253,28.57142857142857,71.42857142857143,{'IndividualTrusteeOrDirectorInd_percent_female': 71.42857142857143}
51-0202349,WATERFORD INSTITUTE INC,N/A,405,59028188.0,34749854.0,447841.0,74810.83896103896,0.9565087991656434,70.0,30.0,"{'FormerOfcrDirectorTrusteeInd_percent_female': 0.0, 'HighestCompensatedEmployeeInd_percent_female': 66.66666666666666, 'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'KeyEmployeeInd_percent_female': 25.0, 'OfficerInd_percent_female': 60.0}"
51-0225189,THE INDEPENDENCE SCHOOL INC,WWW.THEINDEPENDENCESCHOOL.ORG,117,12237721.0,5435432.0,258812.0,44626.03448275862,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
51-0231573,ROSE BROOKS CENTER INC,WWW.ROSEBROOKS.ORG,142,9910378.0,5579829.0,195036.0,35360.014492753624,-21.586667286216557,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
51-0401308,OCEANA INC,WWW.OCEANA.ORG,285,43967787.0,25245531.0,546078.0,79917.68363636364,25.161254772643744,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
52-0231554,Christianity Today International,www.christianitytoday.com,84,14768397.0,6723007.0,262492.0,73983.7125,26.616674455383038,75.0,25.0,"{'HighestCompensatedEmployeeInd_percent_female': 100.0, 'IndividualTrusteeOrDirectorInd_percent_female': 0.0, 'KeyEmployeeInd_percent_female': 0.0}"
52-0591576,GOODWILL INDUSTRIES OF THE CHESAPEAKEINC,WWW.GOODWILLCHES.ORG,406,88183927.0,28303786.0,600672.0,66231.095,-91.32594256110458,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
52-0634411,THE CHILDREN'S GUILD INC,WWW.CHILDRENSGUILD.ORG,693,32336820.0,22788383.0,660729.0,29917.68905109489,41.29658707383543,25.0,75.0,{'IndividualTrusteeOrDirectorInd_percent_female': 75.0}
52-0643040,UNITED STATES NAVAL INSTITUTE,WWW.USNI.ORG,78,21773020.0,5231090.0,427677.0,54667.90277777778,38.53076828123305,50.0,50.0,{'IndividualTrusteeOrDirectorInd_percent_female': 50.0}
52-0681147,EVERYMIND INC,WWW.EVERY-MIND.ORG,196,10140010.0,7936506.0,241429.0,38827.448453608245,-100.0,0.0,100.0,{'OfficerInd_percent_female': 100.0}
52-0698849,ARTS FOR LEARNING MARYLAND INC,WWW.ARTSFORLEARNINGMD.ORG,446,11760228.0,3161886.0,156991.0,6752.573033707865,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
52-0856660,EPILEPSY FOUNDATION OF AMERICA,WWW.EPILEPSY.COM,111,21897167.0,8323322.0,457816.0,60392.86274509804,-34.56536169094548,33.33333333333333,66.66666666666666,"{'HighestCompensatedEmployeeInd_percent_female': 50.0, 'IndividualTrusteeOrDirectorInd_percent_female': 100.0, 'KeyEmployeeInd_percent_female': 100.0, 'OfficerInd_percent_female': 66.66666666666666}"
52-0882226,AMERICAN NEAR EAST REFUGEE AID,WWW.ANERA.ORG,35,100752656.0,6658254.0,342903.0,187761.5172413793,34.974656252311085,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
52-0915574,BELLO MACHRE INC,WWW.BELLOMACHRE.ORG,465,25969354.0,17250529.0,288932.0,35815.11688311688,28.181544446444146,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
52-1006486,SASHA BRUCE YOUTHWORK INC,WWW.SASHABRUCE.ORG,220,13751590.0,8473647.0,232706.0,37629.86757990868,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
52-1007373,N STREET VILLAGE INC,WWW.NSTREETVILLAGE.ORG,143,12098781.0,6723595.0,218032.0,44221.85,40.06911497686406,66.66666666666666,33.33333333333333,{'IndividualTrusteeOrDirectorInd_percent_female': 33.33333333333333}
52-1054102,HOUSE OF RUTH,WWW.HOUSEOFRUTH.ORG,118,14647750.0,7368355.0,255398.0,58998.95652173913,-18.4221616691106,33.33333333333333,66.66666666666666,{'IndividualTrusteeOrDirectorInd_percent_female': 66.66666666666666}
52-1055687,WONDERS EARLY LEARNING EXTENDED DAY,WWW.WONDERSLEARNING.ORG,84,5007801.0,3338062.0,164913.0,38230.7108433735,-100.0,0.0,100.0,{'IndividualTrusteeOrDirectorInd_percent_female': 100.0}
52-1086761,NATIONAL PARK FOUNDATION,WWW.NATIONALPARKS.ORG,110,148524292.0,14279881.0,818051.0,109468.57142857143,31.611076605024184,66.66666666666666,33.33333333333333,"{'HighestCompensatedEmployeeInd_percent_female': 60.0, 'KeyEmployeeInd_percent_female': 25.0, 'OfficerInd_percent_female': 0.0}"
52-1100361,NARAL PRO-CHOICE AMERICA FOUNDATION,www.prochoiceamerica.org/foundation,0,22524732.0,0.0,0.0,-0.0,-1.0,28.57142857142857,71.42857142857143,"{'FormerOfcrDirectorTrusteeInd_percent_female': 100.0, 'HighestCompensatedEmployeeInd_percent_female': 60.0, 'OfficerInd_percent_female': 100.0}"
52-1127007,CARROLL LUTHERAN VILLAGE INC,WWW.CARROLLLUTHERANVILLAGE.ORG,472,33951883.0,14972486.0,172253.0,31624.42948717949,100.0,100.0,0.0,{'IndividualTrusteeOrDirectorInd_percent_female': 0.0}
