,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
860,410908458,Summit Academy Oic,Minneapolis,MN,1692835200000000000,Black/African American,Male,Not transgender (cisgender),Decline to state,Decline to state,,,,,,21.0,,5.0,,,,,16.0,,,,,8.0,13.0,,,,,,21.0,,,,21.0,,,,21.0,,5.0,,3.0,,,,,2.0,,,,,3.0,2.0,,,,,,5.0,,,,5.0,,,,5.0,,89.0,3.0,32.0,2.0,,1.0,,50.0,1.0,,,,46.0,42.0,,,1.0,,,,,,,,,,,89.0,,195069.33333333334,317104.25,38.484163068349496,57.14285714285714,42.857142857142854,45091.566371681416,546603.0,6948972.0,WWW.SAOIC.ORG,120,16544974.0,60.0,37.5,25.0,50.0,
861,410916478,Pillsbury United Communities,Minneapolis,MN,1649091539000000000,Black/African American,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,15.0,4.0,3.0,,,,,8.0,,,,,6.0,9.0,,,,,15.0,,,,,,15.0,,,,,19.0,1.0,7.0,1.0,,1.0,,9.0,,,,,13.0,6.0,,,,,,,,,,,,,,,,94.0,1.0,36.0,13.0,,10.0,,32.0,2.0,,,,62.0,31.0,,1.0,,,,,,,,,,,,,,0.0,189831.0,100.0,100.0,0.0,21111.086666666666,189831.0,6523157.0,WWW.PUC-MN.ORG,301,15266660.0,,46.15384615384615,80.0,,
862,410941924,Minnesota Diversified Industries Inc,MINNEAPOLIS,MN,1661731200000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,,2.0,,,,,8.0,,,,,,,,,,0.0,10.0,,,,,,,2.0,8.0,,,9.0,,1.0,1.0,,,,7.0,,,,,5.0,4.0,,,,,9.0,,,,,,,9.0,,,,410.0,,,,,,,,,,,,,,,,,,,,,,,,,210.0,200.0,,,225617.0,259103.5,12.923985974716668,66.66666666666666,33.33333333333333,50623.150684931505,300006.0,4439314.0,WWW.MDI.ORG,76,10486776.0,60.0,50.0,33.33333333333333,,
863,410946789,The Minnesota Opera,Minneapolis,MN,1671580800000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,,,,,5.0,,,,,4.0,2.0,1.0,,,,,,,4.0,3.0,,,,,,,210.0,8.0,8.0,5.0,,2.0,,97.0,6.0,,2.0,82.0,65.0,49.0,13.0,1.0,82.0,3.0,125.0,,82.0,43.0,74.0,11.0,82.0,34.0,90.0,4.0,82.0,0.0,236058.0,100.0,100.0,0.0,32188.191176470587,236058.0,6802449.0,www.mnopera.org,205,16099693.0,100.0,71.42857142857143,57.14285714285714,,
864,410983062,The Bridge for Youth,Minneapolis,MN,1649957550000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,6.0,,,,,7.0,,,,,8.0,5.0,,,,,13.0,,,1.0,12.0,,,,13.0,,,6.0,,1.0,,,,,3.0,2.0,,,,5.0,1.0,,,,,6.0,,,,6.0,,,,6.0,,,59.0,2.0,20.0,17.0,,,,15.0,5.0,,,,,,,,,,,,,,,,,,,,,156000.0,0.0,-1.0,0.0,100.0,35486.47191011236,156000.0,3314296.0,WWW.BRIDGEFORYOUTH.ORG,90,4590246.0,,76.47058823529412,25.0,,
866,411240048,Tubman,MINNEAPOLIS,MN,1672185600000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,24.0,3.0,5.0,1.0,,0.0,,13.0,2.0,,,,15.0,8.0,1.0,,,1.0,,,23.0,3.0,19.0,,2.0,1.0,21.0,,2.0,8.0,,2.0,,,,,6.0,,,,,7.0,1.0,,,,,,,8.0,2.0,6.0,,,,,,8.0,122.0,9.0,37.0,1.0,,2.0,,69.0,4.0,,,,107.0,13.0,2.0,,,,,,,,,,,5.0,117.0,,,197789.0,0.0,-1.0,0.0,100.0,42577.81879194631,197789.0,6541884.0,WWW.TUBMAN.ORG,150,11741856.0,100.0,80.95238095238095,66.66666666666666,,
867,411260581,Think Small,Saint Paul,MN,1632352164000000000,Decline to state,Female,Decline to state,Decline to state,Decline to state,,,,,,17.0,2.0,4.0,0.0,,0.0,,11.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,16.0,1.0,3.0,2.0,,0.0,,10.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,80.0,17.0,10.0,2.0,,0.0,,48.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,250543.0,185368.0,-35.1597902550602,50.0,50.0,57977.01724137931,250543.0,7161245.0,www.thinksmall.org,118,30547585.0,66.66666666666666,42.857142857142854,80.0,,
869,411354181,Minnesota Childrens Museum,SAINT PAUL,MN,1641211900000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,41.0,2.0,2.0,3.0,,,,33.0,1.0,,,,22.0,19.0,,,,,,,,,,,,,,,,5.0,,1.0,,,,,4.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,91.0,2.0,11.0,6.0,,,,70.0,2.0,,,,51.0,40.0,,,,1.0,,,90.0,,,,,,,,,249297.0,178610.0,-39.57617154694586,50.0,50.0,34140.22321428572,249297.0,4251612.0,www.mcm.org,114,10384942.0,50.0,52.63157894736842,80.0,,
870,411425264,Achieve Twin Cities,Minneapolis,MN,1698624000000000000,Native American/American Indian/Alaska Native/Indigenous,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,37.0,1.0,4.0,1.0,,1.0,,18.0,3.0,,9.0,,18.0,19.0,,,,,,,,,,,,,,,,8.0,,1.0,,,1.0,,6.0,,,,,6.0,2.0,,,,,,,,,,,,,,,,61.0,7.0,10.0,4.0,,1.0,,34.0,4.0,,1.0,,42.0,17.0,1.0,1.0,,,,,,,,,,,,,,179237.0,0.0,-1.0,0.0,100.0,53997.153846153844,179237.0,3689052.0,WWW.ACHIEVETWINCITIES.ORG,66,5735316.0,,41.17647058823529,60.0,,
871,411429208,St Davids Center,Hopkins,MN,1697155200000000000,White/Caucasian/European,Female,,,,,,,,,19.0,,3.0,2.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,16.0,,,,,15.0,1.0,,,,,,,,,,,,,,,,464.0,16.0,25.0,8.0,,,1.0,410.0,4.0,,,,,,,,,,,,,,,,,,,,,189865.33333333334,0.0,-1.0,0.0,100.0,31108.309751434033,245224.0,16839242.0,WWW.STDAVIDSCENTER.ORG,526,23440337.0,,83.33333333333334,50.0,,
874,411616861,Community Reinvestment Fund Inc,Minneapolis,MN,1569456000000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,16.0,,4.0,1.0,,,,10.0,1.0,,,,4.0,12.0,,,,,,,16.0,,,,16.0,,,,16.0,8.0,,,,,,,8.0,,,,,4.0,4.0,,,,,,,8.0,,,,8.0,,,,8.0,63.0,6.0,2.0,1.0,,,,52.0,2.0,,,,33.0,30.0,,,,,,,63.0,1.0,,,62.0,,,,63.0,351264.5,433597.55555555556,18.988357867946164,60.0,40.0,156235.2705882353,772527.0,17774087.0,WWW.CRFUSA.COM,100,38368250.0,20.0,35.714285714285715,36.36363636363637,33.33333333333333,
875,411694717,Minnesota Assistance Council for Veterans,Saint Paul,MN,1675728000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,12.0,,2.0,1.0,,1.0,,8.0,,,,0.0,7.0,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,98.0,1.0,11.0,4.0,,1.0,,53.0,1.0,,27.0,,34.0,27.0,,37.0,,,,,,,,,,,,,,0.0,223865.0,100.0,100.0,0.0,49174.35365853659,223865.0,4256162.0,WWW.MAC-V.ORG,83,10768734.0,0.0,62.5,20.0,,
876,411750692,Thurgood Marshall College Fund Inc,Washington,DC,1693440000000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24.0,,13.0,1.0,,,,10.0,,,,,7.0,17.0,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,54.0,,48.0,3.0,,,,3.0,,,,,35.0,19.0,,,,,,,,,,,,,,,,231377.4,318111.8,27.265382799380593,50.0,50.0,141287.33870967742,706017.0,11507261.0,www.tmcf.org,72,98266975.0,60.0,31.818181818181817,33.33333333333333,,
878,411814112,MINNESOTA INDEPENDENCE COLLEGE AND COMMUNITY,Minneapolis,MN,1696809600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,1.0,1.0,1.0,,,,14.0,,,,,8.0,9.0,,,,0.0,17.0,,,1.0,16.0,,,0.0,17.0,,,8.0,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,64.0,3.0,3.0,3.0,,0.0,,47.0,0.0,,8.0,0.0,43.0,21.0,,,,,,,,,,,,,64.0,,,160344.0,0.0,-1.0,0.0,100.0,43350.82894736842,160344.0,3455007.0,www.miccommunity.org,77,5662588.0,0.0,66.66666666666666,66.66666666666666,,
879,411848081,Transfair USA,Oakland,CA,1668556800000000000,White/Caucasian/European,Male,,,,,,,,,11.0,,,,,,,7.0,,4.0,,,4.0,7.0,,,,,,,,,,,,,,,,8.0,,,,,,,6.0,,2.0,,,4.0,4.0,,,,,,,,,,,,,,,,97.0,8.0,5.0,11.0,,,,61.0,7.0,,5.0,,62.0,20.0,7.0,8.0,,,,,,10.0,72.0,15.0,,9.0,85.0,3.0,,187904.0,299849.3333333333,37.333861005749554,75.0,25.0,71924.29921259843,381006.0,10221838.0,WWW.FAIRTRADECERTIFIED.ORG,131,24006067.0,50.0,33.33333333333333,22.22222222222222,,
880,411968798,College Possible,Saint Paul,MN,1674777600000000000,Asian/Asian American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,1.0,2.0,,,,,5.0,1.0,,,,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,13.0,25.0,35.0,,,,80.0,8.0,,0.0,,123.0,38.0,,,,,,,,,,,,2.0,159.0,,,163293.8,209164.33333333334,21.930380099857697,54.54545454545454,45.45454545454545,22193.09476309227,302960.0,19870317.0,WWW.COLLEGEPOSSIBLE.ORG,813,31201183.0,60.0,63.63636363636363,33.33333333333333,33.33333333333333,0.0
881,412024986,Common Sense Media,SAN FRANCISCO,CA,1699401600000000000,White/Caucasian/European,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,1.0,,,,5.0,1.0,,,,4.0,4.0,,,,,,,,,,,,,,,,117.0,19.0,6.0,23.0,,,,64.0,5.0,,,,72.0,45.0,,,,,,,,9.0,81.0,5.0,22.0,6.0,79.0,7.0,25.0,278821.5,277375.625,-0.5212696681620816,66.66666666666666,33.33333333333333,87285.2816091954,583955.0,18521930.0,WWW.COMMONSENSE.ORG,186,41899008.0,40.0,35.0,40.0,25.0,
882,412147486,Jewish Family Services of Washtenaw County Inc,Ann Arbor,MI,1640001636000000000,White/Caucasian/European,Female,,,,,,,,,23.0,,,,,,,,,,,,16.0,7.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,53.0,22.0,,,,,,,,,,,,,,,,168453.5,0.0,-1.0,0.0,100.0,29337.647058823528,182948.0,2830607.0,WWW.JFSANNARBOR.ORG,87,6707917.0,,43.75,87.5,,
885,416031510,Saint Paul & Minnesota Foundation,SAINT PAUL,MN,1646211466000000000,Native American/American Indian/Alaska Native/Indigenous,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,23.0,3.0,4.0,3.0,,1.0,,12.0,,,,,11.0,12.0,,,,,,,,,,,,,,,,6.0,,1.0,,,1.0,,4.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,65.0,9.0,10.0,2.0,,1.0,,40.0,3.0,,,,50.0,15.0,,,,,,,,,,,,,,,,221004.0,358581.75,38.367192418465244,33.33333333333333,66.66666666666666,79675.87323943662,695879.0,8859346.0,WWW.SPMCF.ORG,83,122971818.0,100.0,47.61904761904761,75.0,60.0,
886,420680425,United Way of Central Iowa,DES MOINES,IA,1644578754000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,39.0,,,,,,,31.0,,8.0,,,16.0,23.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,73.0,,8.0,2.0,,,,63.0,,,,,62.0,11.0,,,,,,,,4.0,69.0,,,,,,,180343.66666666666,161227.0,-11.856988386974052,25.0,75.0,54247.652631578945,228105.0,5855785.0,WWW.UNITEDWAYDM.ORG,99,26442012.0,60.0,50.0,83.33333333333334,,
887,420681048,Visiting Nurse Association of Pottawattamie County Iowa,Council Bluffs,IA,1688572462000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,17.0,1.0,0.0,1.0,,,,15.0,,,,,9.0,8.0,,,,,,,,,,,,,,,,5.0,1.0,,,,,,4.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,188.0,3.0,5.0,8.0,,1.0,,168.0,,,,3.0,,,,,,,,,,,,,,,,,,0.0,314919.0,100.0,100.0,0.0,,0.0,449361.0,WWW.VNATODAY.ORG,11,592797.0,,,14.285714285714285,,
890,421135083,Horizons A Family Service Alliance,CEDAR RAPIDS,IA,1693526400000000000,,,,,,,,,,,20.0,1.0,1.0,,,,,18.0,,,,,11.0,9.0,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,52.0,1.0,7.0,1.0,,,1.0,34.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,,,,0.0,152371.0,100.0,100.0,0.0,30319.615384615383,152371.0,2123146.0,HORIZONSFAMILY.ORG,66,3928911.0,,46.15384615384615,85.71428571428571,,
891,421186501,Proteus Inc,Des Moines,IA,1690983530000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,12.0,,1.0,5.0,,,,6.0,,,,,8.0,4.0,,,,0.0,12.0,,,0.0,12.0,,,,,,,6.0,,,1.0,,,,4.0,1.0,,,,3.0,3.0,,,,0.0,6.0,,,1.0,5.0,,,,,,,53.0,,,,,,,,,,,,39.0,5.0,,,9.0,,53.0,,,3.0,39.0,,11.0,,,,,162962.0,175538.0,7.164260729870456,50.0,50.0,37989.052083333336,175538.0,3985449.0,WWW.PROTEUSINC.NET,98,6779811.0,,66.66666666666666,62.5,,
892,421311721,Homes of Oakridge Human Services,Des Moines,IA,1674086400000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,,3.0,1.0,,,,13.0,,,,,9.0,8.0,,,,,,17.0,0.0,,,17.0,,,,17.0,,8.0,,,,,,,,,,,,4.0,4.0,,,,,,,8.0,,,,8.0,1.0,,7.0,,61.0,0.0,44.0,3.0,,1.0,,13.0,,,,,37.0,24.0,,,,,,,61.0,,,,,6.0,55.0,,,171779.0,0.0,-1.0,0.0,100.0,2051.7619047619046,190522.0,515906.0,OAKRIDGENEIGHBORHOOD.ORG,86,4355824.0,100.0,64.28571428571429,57.14285714285714,,
894,421492988,Iowa Jag Inc,Des Moines,IA,1694736000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,25.0,,,,,,,,,,,,16.0,9.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,181.0,,34.0,,,,,134.0,13.0,,,,132.0,49.0,,,,,,,,,,,,,,,,166095.0,0.0,-1.0,0.0,100.0,44144.4371257485,166095.0,7538216.0,WWW.I-JAG.ORG,168,8843429.0,,61.53846153846154,100.0,,
897,421633060,Youth Empowerment Project,New Orleans,LA,1694044800000000000,,Female,,,,,,,,,24.0,,8.0,1.0,,,,15.0,,,,,15.0,9.0,,,,,,,,,,,,,,,,5.0,,2.0,,,,,2.0,1.0,,,,1.0,4.0,,,,,5.0,,,1.0,4.0,,,,5.0,,,55.0,,37.0,5.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,174674.0,0.0,-1.0,0.0,100.0,52852.48148148148,174674.0,3028708.0,WWW.YOUTHEMPOWERMENTPROJECT.ORG,55,4776817.0,100.0,50.0,80.0,,
898,421772557,Global Poverty Project Inc,New York,NY,1615686814000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Person without a disability,,,,,,21.0,,,,,,,,,,,,7.0,14.0,,,,,,,21.0,,,,21.0,,,,21.0,19.0,,,,,,,,,,19.0,,,,,19.0,,,,,19.0,,,,19.0,,,,19.0,88.0,,,,,,,,,,88.0,,,,,88.0,,,,,88.0,,,,88.0,,,,88.0,327111.6666666667,295755.0,-10.60224397446085,70.0,30.0,76236.828125,427883.0,12809934.0,WWW.GLOBALCITIZEN.ORG,138,91596868.0,40.0,39.130434782608695,50.0,0.0,
900,430652648,Kingdom House,Saint Louis,MO,1631104550000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,20.0,1.0,4.0,1.0,,,,14.0,,,,,8.0,12.0,,,,,,,,,,,,,,,,12.0,,3.0,,,,,9.0,,,,,9.0,3.0,,,,,,,,,,,,,,,,61.0,,33.0,7.0,,,,20.0,1.0,,,,53.0,8.0,,,,,,,,,,,,,,,,152199.0,0.0,-1.0,0.0,100.0,17697.768292682926,152199.0,3054633.0,WWW.LIFEWISESTL.ORG,165,5069438.0,,41.17647058823529,40.0,,
902,430653618,Young Womens Christian Association of Metropolitan St Louis Missouri,Saint Louis,MO,1618413008000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,27.0,,7.0,1.0,,,,19.0,,,,,27.0,,,,,,,,,,,,,,,,,6.0,,5.0,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,288.0,2.0,216.0,6.0,,0.0,,57.0,7.0,,,,,,,,,,,,,,,,,,,,,161248.0,126265.0,-27.706015126915613,50.0,50.0,40655.92634560906,161248.0,14639055.0,WWW.YWCASTLOUIS.ORG,355,28199996.0,80.0,85.0,100.0,,0.0
903,430654857,UNLEASHING POTENTIAL,Saint Louis,MO,1690329600000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,,5.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,12.0,3.0,,3.0,,,,,,,,,,3.0,,,,,,3.0,,,,3.0,,,,3.0,,,65.0,,,,,,,,,,,65.0,,,,,65.0,,,,65.0,,,,65.0,,,,65.0,163055.0,0.0,-1.0,0.0,100.0,17404.252032520326,163055.0,2303778.0,WWW.UPSTL.ORG,124,3972769.0,100.0,63.63636363636363,60.0,,
904,430654866,Missouri Historical Society Jefferson Memorial Building,SAINT LOUIS,MO,1698278400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,41.0,2.0,10.0,1.0,0.0,0.0,0.0,27.0,1.0,,0.0,0.0,21.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,11.0,,4.0,,,,,7.0,,,,,8.0,3.0,,,,,,,11.0,1.0,10.0,,,1.0,10.0,,,225.0,1.0,66.0,7.0,0.0,0.0,0.0,149.0,1.0,,0.0,1.0,139.0,86.0,0.0,0.0,0.0,,,,,,,,,,,,,216509.5,0.0,-1.0,0.0,100.0,39843.98312236287,370531.0,10742081.0,WWW.MOHISTORY.ORG,243,36156227.0,100.0,52.77777777777778,66.66666666666666,,
905,430662471,Girl Scouts of Eastern Missouri Inc,Saint Louis,MO,1646313099000000000,White/Caucasian/European,Female,,,,,,,,,25.0,1.0,1.0,,,0.0,,18.0,5.0,,,,20.0,5.0,,0.0,,,,,,,,,,,,,,6.0,,1.0,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,97.0,1.0,20.0,3.0,,,,72.0,1.0,,,,87.0,10.0,,,,,,,,,,,,,,,,226593.4,0.0,-1.0,0.0,100.0,31558.582474226805,482756.0,7255332.0,WWW.GIRLSCOUTSEM.ORG,199,17676549.0,100.0,65.21739130434783,100.0,,
911,430949079,Comprehensive Mental Health Services Inc,Independence,MO,1608563378000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,11.0,,3.0,,,,,8.0,,,,,,,,,11.0,,,,11.0,,,,11.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,9.0,40.0,7.0,,,,149.0,,7.0,,,114.0,98.0,,,,,,,,,,,,6.0,206.0,,,271727.4,430447.3333333333,36.873252786635916,37.5,62.5,25561.95873015873,325064.0,9155686.0,WWW.THECMHS.COM,323,10073262.0,80.0,56.25,42.857142857142854,,
915,430971560,Operation Breakthrough Inc,Kansas City,MO,1695772800000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,4.0,,,,,10.0,,,,,6.0,8.0,,,,,14.0,,,,,,14.0,,14.0,,,21.0,0.0,5.0,0.0,,0.0,,14.0,2.0,,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,191.0,1.0,113.0,6.0,,1.0,,64.0,6.0,,0.0,0.0,170.0,19.0,0.0,2.0,0.0,0.0,189.0,2.0,0.0,0.0,189.0,2.0,0.0,0.0,191.0,0.0,0.0,241868.0,0.0,-1.0,0.0,100.0,36608.66550522648,281280.0,10990423.0,OPERATIONBREAKTHROUGH.ORG,289,16723338.0,66.66666666666666,46.15384615384615,50.0,,
919,431016961,Oats Inc,Columbia,MO,1677196800000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,1.0,2.0,,,,,11.0,,,,,8.0,6.0,,,,,,,,,,,,,,,,6.0,,,,,,,6.0,,,,,4.0,2.0,,,,,,,,,,,,,,,,583.0,2.0,60.0,12.0,,2.0,,502.0,5.0,,,,230.0,353.0,,,,,,,583.0,,,,583.0,,,,583.0,164769.0,0.0,-1.0,0.0,100.0,23406.001342281877,164769.0,17602240.0,WWW.OATSTRANSIT.ORG,746,29587471.0,,66.66666666666666,50.0,,
920,431069741,Epworth Children & Family Services Inc,Saint Louis,MO,1573819102000000000,White/Caucasian/European,Male,,,,,,,,,31.0,,11.0,,,,,20.0,,,,,19.0,12.0,,,,,,,,,,,,,,,,7.0,,5.0,,,,,2.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,153.0,,84.0,1.0,,,,65.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,242951.0,100.0,100.0,0.0,36826.52195121951,242951.0,7792388.0,WWW.EPWORTH.ORG,206,12399724.0,100.0,45.83333333333333,75.0,,
924,431175749,Habitat for Humanity of Kansas City,Kansas City,MO,1692786263000000000,White/Caucasian/European,Female,Decline to state,Decline to state,Person without a disability,,,,,,10.0,,6.0,0.0,,,,4.0,,,,,6.0,4.0,,,,,,,10.0,,,,10.0,,,,10.0,7.0,0.0,2.0,,,,,5.0,,,,,5.0,2.0,,,,,,,,,7.0,,,,,,,68.0,5.0,9.0,5.0,,,,47.0,2.0,,,,32.0,36.0,,,,,,,,,,,,,,,,157919.0,0.0,-1.0,0.0,100.0,38083.81651376147,157919.0,4309055.0,WWW.HABITATKC.ORG,110,10262500.0,,40.0,66.66666666666666,,
926,431190760,Ronald McDonald House Charities of Kansas City Inc,Kansas City,MO,1667865600000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,20.0,1.0,4.0,,,,,14.0,1.0,,,,7.0,13.0,,,,,,,,,,,,,,,,6.0,,,,,,,6.0,,,,,4.0,2.0,,,,,6.0,,,1.0,5.0,,,,,,,55.0,,,,,,,,,,,,47.0,7.0,1.0,,,,,,,,,,,,,,,234065.0,160406.0,-45.920352106529684,50.0,50.0,39807.84375,234065.0,2942173.0,WWW.RMHCKC.ORG,66,8017708.0,66.66666666666666,50.0,33.33333333333333,,
927,431208665,Harvesters-the Community Food Network,Kansas City,MO,1677675003000000000,White/Caucasian/European,Male,,,,,,,,,19.0,0.0,3.0,3.0,,0.0,,13.0,,,,,12.0,7.0,,,,,,,,,,,,,,,,14.0,0.0,2.0,0.0,,0.0,,12.0,,,,,10.0,4.0,,,,,,,,,,,,,,,,140.0,2.0,35.0,5.0,,2.0,,94.0,2.0,,,,71.0,68.0,,1.0,,,,,,,,,,,,,,254564.5,194736.0,-30.722876098923674,50.0,50.0,59553.629213483146,288110.0,11499147.0,WWW.HARVESTERS.ORG,182,143704850.0,75.0,60.0,50.0,,
