,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,total_compensation,web_address,num_employees,total_revenue
584,522096845,NEW AMERICA FOUNDATION,% TEACHERS INS ANNUITY ASSOC AMER,740 15TH ST NW STE 900,WASHINGTON,DC,20005-1031,0,3,3,1000,199807,1,15,0,1,1,202112.0,9,8,1,0,12,57037802.0,40614961.0,40604855.0,Z99,,522096845,New America Foundation,Washington,DC,1675987200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Male,,,,20.0,3.0,2.0,2.0,,,,12.0,,,,1.0,10.0,10.0,,,,,,,,,,,,,,,,33.0,4.0,4.0,1.0,,1.0,,21.0,2.0,,,,25.0,8.0,,,,,,,,,,,,,,,,96.0,10.0,18.0,7.0,,,,57.0,4.0,,,,69.0,27.0,,,,,,,,,,,,,,,,273534.1666666667,286770.85714285716,4.615772539814432,0.5384615384615384,0.46153846153846156,20555780,WWW.NEWAMERICA.ORG,215,40604855
585,522120012,IDENTITY INC,% ANNE VANDERCOOK,15800 CRABBS BRANCH WAY,ROCKVILLE,MD,20855-2604,0,3,3,1000,199902,1,15,0,1,1,202206.0,7,8,1,0,6,9250881.0,13700028.0,13700028.0,G81,,522120012,Identity Inc,ROCKVILLE,MD,1678147200000000000,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,,7.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,123.0,,8.0,99.0,,,,13.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,267589.0,100.0,1.0,0.0,6643828,WWW.IDENTITY-YOUTH.ORG,144,13700028
586,522214361,MARYLAND COALITION OF FAMILIES INC,% NANCY HALL,10632 LITTLE PATUXENT PKWY STE 234,COLUMBIA,MD,21044-6259,0,3,3,1000,200003,1,16,0,1,1,202206.0,6,7,1,0,6,2341039.0,5772217.0,5772217.0,F99,,522214361,Maryland Coalition of Families Inc,COLUMBIA,MD,1693440000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,,3.0,0.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,,,,2.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,78.0,4.0,27.0,4.0,,,,43.0,,,,,,,,,,,,,,,,,,,,,,197142.0,0.0,-1.0,0.0,1.0,4582816,WWW.MDCOALITION.ORG,102,5772217
587,522328626,LAST CHANCE ANIMAL RESCUE INC,% CYNTHIA SHARPLEY,PO BOX 1670,WHITE PLAINS,MD,20695-1670,0,3,3,1000,200111,1,16,0,1,1,202212.0,7,7,1,0,12,7912592.0,5561437.0,5561437.0,D20,,522328626,Last Chance Animal Rescue Inc,WHITE PLAINS,MD,1614938201000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,5.0,,0.0,1.0,4.0,,,,5.0,,,4.0,,,,,,,4.0,,,,,4.0,,,,,,4.0,,,2.0,2.0,,,,4.0,,,70.0,1.0,10.0,1.0,,,,53.0,5.0,,,,57.0,13.0,,,,,70.0,,,8.0,62.0,,,2.0,68.0,,,174738.0,0.0,-1.0,0.0,1.0,2221371,N/A,141,5561437
588,522351337,CENTER FOR GLOBAL DEVELOPMENT,,2055 L ST NW FIFTH FL,WASHINGTON,DC,20036-4983,0,3,3,1000,200206,1,15,0,1,1,202112.0,9,8,1,0,12,65777264.0,17350038.0,14319773.0,P20,,522351337,Center for Global Development,WASHINGTON,DC,1665964800000000000,,,,,,,,,,,22.0,,,,,,,,,,,,9.0,13.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,110.0,7.0,11.0,3.0,,,,84.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,324026.6666666667,317333.4,-2.1092222459617114,0.625,0.375,10564379,WWW.CGDEV.ORG,85,14319773
589,526065757,CHESAPEAKE BAY FOUNDATION INC,,6 HERNDON AVE,ANNAPOLIS,MD,21403-4503,0,3,3,1280,196604,1,15,161180350,1,1,202206.0,9,9,1,0,6,125747119.0,50917538.0,37482212.0,C320,,526065757,Chesapeake Bay Foundation Inc,Annapolis,MD,1682985600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,32.0,,8.0,0.0,,,,24.0,,,,,19.0,13.0,,,,,,,,,,,,,,,,10.0,,2.0,,,,,8.0,,,,,4.0,6.0,,,,,,,,,,,,,,,,197.0,2.0,11.0,4.0,,,,175.0,4.0,,1.0,,130.0,65.0,2.0,,,,,,,,,,,,,,,200617.0,235196.83333333334,14.70250804113718,0.6666666666666666,0.3333333333333333,18371539,WWW.CBF.ORG,264,37482212
590,530167933,WILDERNESS SOCIETY,% THOMAS F TEPPER JR,1801 PENNSYLVANIA AVE NW,WASHINGTON,DC,20006-3606,0,3,3,2800,194205,1,15,350059279,1,1,202209.0,9,9,1,0,9,95687234.0,65494110.0,62637504.0,C340,,530167933,Wilderness Society,WASHINGTON,DC,1690416000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,31.0,1.0,4.0,0.0,,2.0,,22.0,2.0,,0.0,,11.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0,0.0,3.0,4.0,,1.0,,7.0,,,,,9.0,6.0,,,,,,,,,,,,,,,,146.0,8.0,6.0,10.0,,1.0,,118.0,3.0,,0.0,,82.0,64.0,0.0,0.0,,,,,,,,,,2.0,77.0,67.0,,259093.875,205515.8,-26.07005154834812,0.38461538461538464,0.6153846153846154,21454007,WWW.WILDERNESS.ORG,179,62637504
591,530178883,FRIENDS COMMITTEE ON NATIONAL LEGISLATION,,245 2ND ST NE,WASHINGTON,DC,20002-5761,0,4,3,1000,194609,2,0,430059480,1,1,202206.0,7,7,1,0,6,6103496.0,8897888.0,3279461.0,,,530178883,Friends Committee On National Legislation,Washington,DC,1660867200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,2.0,11.0,3.0,,1.0,,29.0,0.0,2.0,2.0,9.0,33.0,10.0,4.0,1.0,11.0,0.0,43.0,1.0,15.0,16.0,27.0,4.0,12.0,7.0,39.0,2.0,11.0,93134.0,61058.0,-52.53365652330571,0.75,0.25,2340347,FCNL.ORG,74,3279461
592,530183181,DEFENDERS OF WILDLIFE,,1130 17TH ST NW,WASHINGTON,DC,20036-4604,0,3,1,2400,194806,1,16,350059000,1,1,202209.0,8,8,1,0,9,48630491.0,43641940.0,42802063.0,D300,,530183181,Defenders of Wildlife,Washington,DC,1674604800000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16.0,,,2.0,,1.0,,13.0,,,,,10.0,6.0,,,,,16.0,,,,14.0,2.0,,,16.0,,,14.0,2.0,,,,,,10.0,1.0,,,1.0,7.0,6.0,,,1.0,,12.0,,2.0,1.0,12.0,,1.0,,13.0,,1.0,155.0,,,,,,,,,,,,76.0,39.0,,2.0,38.0,0.0,108.0,3.0,44.0,13.0,100.0,4.0,38.0,4.0,108.0,5.0,38.0,266977.5714285714,211071.16666666666,-26.48699282085968,0.46153846153846156,0.5384615384615384,17204962,www.defenders.org,209,42802063
593,530196517,GOODWILL INDUSTRIES INTERNATIONAL INC,,15810 INDIANOLA DR,ROCKVILLE,MD,20855-2674,0,3,3,1200,195201,1,15,59566160,1,1,202212.0,9,9,1,0,12,67000954.0,69997749.0,61913793.0,N320,,530196517,Goodwill Industries International Inc,Derwood,MD,1688601600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,35.0,1.0,6.0,,1.0,,,27.0,,,,,13.0,21.0,,,1.0,,,,,,,,,2.0,30.0,3.0,,8.0,,2.0,1.0,,,,5.0,,,,,5.0,3.0,,,,,,,,,,,,,0.0,,8.0,134.0,5.0,37.0,12.0,,,1.0,76.0,2.0,,1.0,,91.0,43.0,,,,,,,,,,,,1.0,,,133.0,261134.125,364805.0,28.41816175765135,0.38461538461538464,0.6153846153846154,18275845,WWW.GOODWILL.ORG,172,61913793
594,530196588,DAVIS MEMORIAL GOODWILL INDUSTRIES,,1140 3RD ST NE STE 350,WASHINGTON,DC,20002-7899,0,3,3,1000,194209,1,16,59566160,1,1,202112.0,8,9,1,0,12,34899892.0,76676459.0,64782996.0,J32Z,,530196588,Davis Memorial Goodwill Industries,WASHINGTON,DC,1673481600000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,5.0,,,,,8.0,,1.0,,,6.0,8.0,,,,,,,,,,,,,,,,12.0,,4.0,,,,,8.0,,,,,5.0,7.0,,,,,,,,,,,,,,,,1045.0,51.0,593.0,202.0,,2.0,,144.0,39.0,,14.0,,557.0,488.0,,,,,,,,,,,,191.0,816.0,34.0,4.0,265718.3333333333,214732.0,-23.744171028693124,0.3333333333333333,0.6666666666666666,35993665,WWW.DCGOODWILL.ORG,1962,64782996
595,530196605,AMERICAN NATIONAL RED CROSS,% JENNIFER HAWKINS,431 18TH ST NW,WASHINGTON,DC,20006-5310,0,3,1,1000,193812,1,15,902561000,1,1,202206.0,9,9,1,0,6,3872181875.0,3613326776.0,3182229338.0,P210,SHARED SERVICES CENTER,530196605,American National Red Cross,Washington,DC,1679875200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,2.0,2.0,1.0,,,,9.0,,,,,6.0,8.0,,,,,14.0,,,,14.0,,,,14.0,,,194.0,7.0,21.0,10.0,,1.0,,154.0,0.0,,1.0,0.0,92.0,102.0,,,,,,,,,,,,5.0,39.0,0.0,150.0,17106.0,911.0,3479.0,1609.0,,110.0,,10204.0,416.0,324.0,0.0,53.0,11795.0,5251.0,0.0,0.0,60.0,,,,,,,,,1138.0,6926.0,460.0,8582.0,443814.0,528603.0,16.040204085107348,0.625,0.375,1709278168,WWW.REDCROSS.ORG,17106,3182229338
596,530196932,NATIONAL ACADEMY OF SCIENCES,% LAURA DOUGLAS/NAS,2101 CONSTITUTION AVE NW,WASHINGTON,DC,20418-0007,0,3,3,8000,192501,1,15,123000000,1,1,202112.0,9,9,1,0,12,1716496615.0,645668127.0,311720918.0,U03,,530196932,National Academy of Sciences,Washington,DC,1695945600000000000,White/Caucasian/European,Female,,,,Asian/Asian American,Male,,,,17.0,2.0,0.0,,1.0,,,13.0,,,1.0,,9.0,7.0,,1.0,,,,,,,14.0,3.0,,1.0,15.0,1.0,,25.0,1.0,2.0,1.0,,,,18.0,,,3.0,,11.0,14.0,,,,,,,,,,,,,,,,1105.0,109.0,208.0,55.0,,4.0,,674.0,21.0,,34.0,,737.0,367.0,,1.0,,,,,,,,,,24.0,1081.0,,,474232.0,518350.6,8.511343480648035,0.625,0.375,139588924,WWW.NAS.EDU,1341,311720918
597,530204616,NATIONAL WILDLIFE FEDERATION,% KAREN WAGNER,11100 WILDLIFE CENTER DR,RESTON,VA,20190-5361,0,3,1,1200,194306,1,15,350059927,1,1,202208.0,9,9,1,0,8,152113420.0,116288408.0,112838964.0,D300,,530204616,National Wildlife Federation,Reston,VA,1692921600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,34.0,1.0,3.0,2.0,,2.0,,21.0,0.0,5.0,,,17.0,17.0,,,,,,,,,,,,,,,,11.0,1.0,3.0,,,,,5.0,2.0,,,,4.0,7.0,,,,,,,,,,,,1.0,9.0,1.0,,415.0,29.0,35.0,34.0,,3.0,,302.0,12.0,,,,304.0,109.0,2.0,,,,,,,,,,,28.0,356.0,31.0,,193793.9,231187.0,16.174395619130834,0.375,0.625,43505168,WWW.NWF.ORG,420,112838964
598,530204621,PLANNED PARENTHOOD ASSOCIATION OF METROPOLITAN WASHINGTON D C INC,,1225 4TH ST NE,WASHINGTON,DC,20002-3431,0,3,3,1200,194511,1,16,179000000,1,1,202209.0,8,8,1,0,9,37284596.0,27443330.0,27266098.0,E420,,530204621,Planned Parenthood Association of Metropolitan Washington D C Inc,WASHINGTON,DC,1644924837000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20.0,0.0,6.0,3.0,,,,9.0,2.0,,,,16.0,4.0,,,,,19.0,,1.0,2.0,16.0,,2.0,,19.0,1.0,,8.0,,3.0,,,,,4.0,1.0,,,,7.0,1.0,,,,,,,,,7.0,,1.0,,,,,107.0,3.0,50.0,25.0,,,,20.0,9.0,,,,85.0,14.0,3.0,5.0,,,100.0,,7.0,5.0,98.0,,4.0,,,,,233661.83333333334,196603.0,-18.849576727381244,0.14285714285714285,0.8571428571428571,8710171,WWW.PPMW.ORG,142,15242489
599,530207403,YOUNG MENS CHRISTIAN ASSOCIATION,,1112 16TH STREET NW,WASHINGTON,DC,20036-4823,0,3,3,1000,193403,1,15,324000000,1,1,202112.0,9,8,1,0,12,63242462.0,43300777.0,30368145.0,P270,,530207403,Young Mens Christian Association,Washington,DC,1683072000000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,1.0,8.0,,,,,5.0,,,,,7.0,6.0,1.0,,,,,,,,,,,,,,,4.0,,1.0,,,,,3.0,,,,,3.0,1.0,,,,,4.0,,,,,,,,,,,1121.0,73.0,345.0,101.0,,5.0,,355.0,25.0,,217.0,,763.0,358.0,,,,,,,,,,,,,,,,247157.14285714287,236474.66666666666,-4.5173871438559505,0.3,0.7,27233561,WWW.YMCADC.ORG,1,30368145
600,530210807,NATIONAL TRUST FOR HISTORIC PRESERVATION IN THE UNITED STATES,% DENISE WISE,600 14TH ST NW STE 500,WASHINGTON,DC,20005-2011,0,3,3,2000,195005,1,15,62000000,2,1,202206.0,9,9,1,0,6,439626174.0,102321488.0,94041688.0,A800,,530210807,National Trust for Historic Preservation in the United States,WASHINGTON,DC,1632925857000000000,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,20.0,1.0,3.0,3.0,,1.0,,12.0,,,,,9.0,11.0,,,,,,,,3.0,17.0,,,,,,,6.0,,1.0,,,,,5.0,,,,,4.0,2.0,,,,,,,,,,,,,6.0,,,184.0,9.0,22.0,8.0,,,,141.0,4.0,,,,122.0,62.0,,,,,,,,,,,,,,,,204914.625,227754.8,10.028405548423123,0.38461538461538464,0.6153846153846154,18422381,SAVINGPLACES.ORG,333,94041688
601,530212445,THE JEWISH FEDERATION OF GREATER WASHINGTON INC,% MOLLY GRAVHOLT,6101 EXECUTIVE BLVD,NORTH BETHESDA,MD,20852-3907,0,3,3,1000,194109,1,15,927602000,1,1,202206.0,9,9,1,0,6,312109114.0,98559552.0,61470763.0,T700,,530212445,The Jewish Federation of Greater Washington Inc,NORTH BETHESDA,MD,1674691200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,131.0,,,,,,,131.0,,,,,55.0,76.0,,,,,131.0,,,2.0,129.0,,,2.0,129.0,,,7.0,,,,,,,7.0,,,,,4.0,3.0,,,,,,,7.0,,,,7.0,,,,7.0,63.0,0.0,5.0,1.0,,0.0,,50.0,0.0,,7.0,,51.0,12.0,,,,,,,63.0,,,,63.0,,,,63.0,206021.0,380021.0,45.78694335313048,0.4,0.6,6908080,www.shalomdc.org,78,61470763
602,530225165,NATIONAL PARKS CONSERVATION ASSOCIATION,,777 6TH ST NW STE 700,WASHINGTON,DC,20001-4835,0,3,3,1200,195902,1,15,59000000,1,1,202206.0,9,8,1,0,6,66590590.0,49573524.0,48480006.0,C600,,530225165,National Parks Conservation Association,Washington,DC,1622648932000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24.0,1.0,2.0,2.0,,1.0,,18.0,,,,,11.0,13.0,,,,,,,,2.0,22.0,,,,,24.0,,11.0,0.0,2.0,,,,,8.0,1.0,,,,6.0,5.0,,,,,11.0,,,,11.0,,,,11.0,,,156.0,7.0,22.0,13.0,,,,111.0,3.0,,,,101.0,54.0,1.0,,,,156.0,,,8.0,148.0,,,,156.0,,,258142.14285714287,206878.8,-24.779408454197764,0.4166666666666667,0.5833333333333334,21313390,WWW.NPCA.ORG,211,48480006
603,530242652,NATURE CONSERVANCY,% LEGAL CORPORATE SERVICES,4245 FAIRFAX DR STE 100,ARLINGTON,VA,22203-1637,0,3,3,2800,195403,1,15,350000000,1,1,202206.0,9,9,1,0,6,9016820143.0,3651708583.0,1312108803.0,,,530242652,Nature Conservancy,ARLINGTON,VA,1678579200000000000,White/Caucasian/European,Female,,,,,,,,,21.0,,,,,,,,,,,21.0,,,,,21.0,,,,21.0,,,,21.0,,,,21.0,324.0,28.0,16.0,23.0,,3.0,,225.0,7.0,,22.0,,134.0,112.0,5.0,20.0,53.0,3.0,253.0,15.0,53.0,25.0,212.0,35.0,52.0,5.0,38.0,281.0,,4950.0,397.0,236.0,522.0,,35.0,,3121.0,150.0,,489.0,,2245.0,1260.0,76.0,291.0,1078.0,21.0,3626.0,217.0,1086.0,477.0,2896.0,494.0,1083.0,138.0,566.0,4246.0,,450945.4,439256.2727272727,-2.661117893695945,0.6875,0.3125,441235026,WWW.NATURE.ORG,4052,1312108803
604,540346118,PRESBYTERIAN HOMES & FAMILY SERVICES INC,,1903 HUMANKIND WAY,LYNCHBURG,VA,24503-6313,0,3,3,1000,194111,1,16,382029000,1,1,202112.0,8,8,1,0,12,49953480.0,18526653.0,18143166.0,P700,HUMANKIND,540346118,Presbyterian Homes & Family Services Inc,Lynchburg,VA,1653231643000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,17.0,,6.0,,,,,11.0,,,,,10.0,7.0,,,,,,,,,,,,,,,,10.0,,,1.0,,,,9.0,,,,,6.0,4.0,,,,,,,,,,,,,,,,147.0,2.0,32.0,11.0,,,,102.0,,,,,122.0,25.0,,,,,,,,,,,,,,,,0.0,210250.0,100.0,1.0,0.0,8535211,WWW.HUMANKIND.ORG,228,18143166
605,540505969,UNITED METHODIST FAMILY SERVICES OF VIRGINIA,,3900 W BROAD ST,RICHMOND,VA,23230-3914,0,3,3,7100,195805,1,13,399029000,1,1,202206.0,8,8,1,0,6,49505572.0,39066741.0,22555711.0,P73Z,,540505969,United Methodist Family Services of Virginia,Richmond,VA,1679270400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16.0,,3.0,1.0,,,,12.0,,,,,7.0,9.0,,,,,16.0,,,,16.0,,,,16.0,,,12.0,,5.0,,,,,7.0,,,,,8.0,4.0,,,,,12.0,,,,12.0,,,,12.0,,,328.0,6.0,146.0,7.0,,,,161.0,8.0,,,,240.0,88.0,,,,,,,,,,,,,328.0,,,286115.0,187045.0,-52.96586382955974,0.6666666666666666,0.3333333333333333,13893727,WWW.UMFS.ORG,456,22555711
606,540506330,VIRGINIA HOME FOR BOYS AND GIRLS,,8716 WEST BROAD STREET,HENRICO,VA,23294-6209,0,3,3,1000,194211,1,15,399000000,1,1,202206.0,7,7,1,0,6,9332817.0,6191029.0,6171770.0,P730,,540506330,Virginia Home for Boys and Girls,Henrico,VA,1672876800000000000,White/Caucasian/European,Female,Decline to state,Heterosexual or Straight,Person without a disability,,,,,,19.0,,2.0,,,,,17.0,,,,,8.0,11.0,,,,,,19.0,,,,,19.0,,,19.0,,5.0,,1.0,,,,,4.0,,,,,3.0,1.0,1.0,,,,1.0,4.0,,1.0,,4.0,,,,5.0,,69.0,,,,,,,,,,,69.0,,,,,69.0,,,,69.0,,,,69.0,,,,69.0,0.0,207048.0,100.0,1.0,0.0,4607037,WWW.VHBG.ORG,98,6171770
607,540506493,YWCA RICHMOND,% LAURA KYLE,6 N 5TH ST,RICHMOND,VA,23219-2218,0,3,3,7000,193709,1,15,324000000,1,1,202206.0,8,7,1,0,6,11758547.0,8813158.0,6856926.0,P27Z,,540506493,YWCA Richmond,Richmond,VA,1688688000000000000,Asian/Asian American,Female,Not transgender (cisgender),,Person without a disability,,,,,,25.0,3.0,6.0,1.0,,0.0,,14.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,7.0,0.0,3.0,,,,,2.0,1.0,,,1.0,6.0,1.0,,,,,,,,,,,,,,,,83.0,1.0,49.0,4.0,,,,25.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,157083.0,0.0,-1.0,0.0,1.0,3358080,WWW.YWCARICHMOND.ORG,91,6856926
608,540629691,SOAR 365,,3600 SAUNDERS AVE,RICHMOND,VA,23227-4328,0,3,3,1000,195411,1,15,59160000,1,1,202112.0,8,8,1,0,12,23580904.0,17691802.0,17622374.0,,,540629691,SOAR 365,Richmond,VA,1689638400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16.0,,3.0,,,,,13.0,,,,,7.0,9.0,,,,,,,,1.0,15.0,,,,,,,8.0,,,,,,,8.0,,,,,4.0,4.0,,,,,,,,,8.0,,,,,,,299.0,2.0,149.0,9.0,0.0,0.0,2.0,133.0,4.0,0.0,0.0,0.0,154.0,145.0,0.0,0.0,0.0,,,,,,,,,111.0,160.0,28.0,0.0,193851.0,201731.0,3.906191909027368,0.8,0.2,12075391,SOAR365.ORG,373,17622374
609,540791977,NORTHERN VIRGINIA FAMILY SERVICE,% FINANCE,10455 WHITE GRANITE DR STE 100,OAKTON,VA,22124-2764,0,3,3,1000,196609,1,15,600328000,1,1,202206.0,8,8,1,0,6,21056220.0,49464854.0,38122947.0,P46Z,,540791977,Northern Virginia Family Service,Oakton,VA,1695772800000000000,White/Caucasian/European,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,25.0,1.0,6.0,2.0,,,,16.0,,,,,15.0,10.0,,,,,,,,,,,,,,,,5.0,1.0,,,,,,4.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,352.0,26.0,91.0,130.0,,1.0,,92.0,6.0,,6.0,,302.0,50.0,,,,,,,,,,,,,,,,216308.75,214558.0,-0.8159798282981757,0.2,0.8,21591483,WWW.NVFS.ORG,404,38122947
610,540850780,UNITED COMMUNITY MINISTRIES INC,,7511 FORDSON RD,ALEXANDRIA,VA,22306-2225,0,3,3,1000,197006,1,15,7000000,1,1,202206.0,6,7,1,0,6,3985966.0,7716633.0,7716633.0,P200,,540850780,United Community Ministries Inc,Alexandria,VA,1654560000000000000,White/Caucasian/European,Female,,,,,,,,,18.0,,3.0,1.0,,,,14.0,,,,,11.0,7.0,,,,,,,,,,,,,,,,6.0,,1.0,,,,,5.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,66.0,7.0,17.0,25.0,,0.0,,14.0,,,3.0,,56.0,9.0,1.0,,,,,,,,,,,,,,,0.0,206883.0,100.0,1.0,0.0,4498920,https://unitedcommunity.org/,93,7716633
611,540855731,CENTRAL FAIRFAX SERVICES INC,,10467 WHITE GRANITE DR,OAKTON,VA,22124-2763,0,3,3,1000,197303,1,16,30000000,1,1,202206.0,7,8,1,0,6,6565063.0,14412113.0,13281706.0,P80,,540855731,Central Fairfax Services Inc,Oakton,VA,1669161600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,1.0,,1.0,,,,9.0,,,,3.0,3.0,9.0,,,2.0,,12.0,,2.0,,,,,,,,,12.0,1.0,,,,,,10.0,,,,1.0,3.0,9.0,,,,,12.0,,,,,,,,,,,311.0,20.0,146.0,21.0,,1.0,,112.0,2.0,,9.0,,199.0,112.0,,,,,311.0,,,,,,,55.0,93.0,10.0,153.0,61401.0,50513.333333333336,-21.55404513659759,0.6,0.4,10165475,WWW.SERVICESOURCE.ORG,264,13281706
612,540901256,SERVICESOURCE INC,,10467 WHITE GRANITE DR,OAKTON,VA,22124-2763,0,3,3,1200,197209,1,11,46030566,1,1,202206.0,9,9,1,0,6,95499098.0,141976449.0,141976449.0,J300,,540901256,Servicesource Inc,Oakton,VA,1669075200000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,1.0,,1.0,,,,9.0,,,,3.0,3.0,9.0,,,2.0,,12.0,,2.0,,,,,,,,,12.0,1.0,,,,,,10.0,,,,1.0,3.0,9.0,,,,,12.0,,,,,,,,,,12.0,1320.0,80.0,533.0,130.0,,7.0,,530.0,32.0,,8.0,,608.0,712.0,,,,,1320.0,,,,,,,380.0,266.0,627.0,47.0,204648.0,233165.0,12.230394784809041,0.6923076923076923,0.3076923076923077,75455674,WWW.SERVICESOURCE.ORG,1602,141976449
