ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category,Average Salary,CEO Pay Ratio,Candid Reporting,Diversity Reporting,Highest Compensated,Officers,Pay Gap,Trustees,total_score
237245152,Ocean Conservancy Inc,WASHINGTON,DC,1.69387E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13,1,,1,,,,9,,,,2,6,5,,,2,,11,,2,,11,,2,1,10,,2,14,,1,2,,,,11,,,,,8,6,,,,,,,,,,,,,,,,155,8,21,16,,1,,105,4,,0,0,116,38,,1,,,,,,,,,,,,,,261341.25,223953.6667,-16.69433856,33.33333333,66.66666667,112507.5649,619038,19218308,www.oceanconservancy.org,149,49652396,80,46.15384615,71.42857143,60,,other,5,4,5,0,0,2,10,8,34
381976979,Wayne-Metropolitan Community Action Agency,Detroit,MI,1.66372E+18,White/Caucasian/European,Male,,,Person without a disability,,,,,,21,,12,,,,,8,1,,,,11,10,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,715,30,346,51,,0,,265,23,,,,604,111,,,,,,,,,,,,,,,,183704.4,276126,33.47080681,37.5,62.5,57577.82049,398059,56273096,WWW.WAYNEMETRO.ORG,955,301867378,80,47.36842105,40,,,other,3,3,5,5,0,6,4,8,34
204040597,Rocketship Education,Redwood City,CA,1.68385E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,18,1,3,6,,,,8,,,,,8,10,,,,,,,,,,,,,,,,13,,5,4,,,,4,,,,,5,8,,,,,,,,,,,,,,,,1312,,,,,,,,,,,,1053,259,,,,,,,,,,,,,,,,224789.3333,255336,11.96332153,57.14285714,42.85714286,62033.39161,308725,81532687,HTTPS://WWW.ROCKETSHIPSCHOOLS.ORG,1294,138926108,40,58.33333333,33.33333333,,,other,3,4,5,0,6,4,6,6,34
953135649,Los Angeles Regional Food Bank,Vernon,CA,1.68074E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,27,4,3,3,,,,17,,,,,8,19,,,,,,,,,,,,,,,,19,3,2,5,,0,,8,0,,1,,12,7,,,,,,,,,,,,,,,,173,10,24,118,,0,,19,1,,1,0,85,88,,,,,,,,,,,,,,,,177934.6667,242865.1667,26.73520493,50,50,79033.495,366850,18331498,LAFOODBANK.ORG WWW.LAFIGHTSHUNGER.ORG,212,255639354,66.66666667,36.66666667,0,66.66666667,,other,4,4,5,5,4,0,6,6,34
133505428,New York Legal Assistance Group Incorporated,NEW YORK,NY,1.68074E+18,Hispanic/Latino/Latina/Latinx,Female,Decline to state,Decline to state,Decline to state,,,,,,27,,,,,,,,,,,27,,,,,27,,,,27,,,,27,,,,27,33,,,,,,,,,,,33,,,,,33,,,,33,,,,33,,,,33,358,,,,,,,,,,,358,,,,,358,,,,358,,,,358,,,,358,206050,207476,0.687308412,11.11111111,88.88888889,82075.30676,264236,35835053,WWW.NYLAG.ORG,423,45761308,80,37.5,62.5,100,,other,4,5,5,0,0,6,8,6,34
540791977,Northern Virginia Family Service,Oakton,VA,1.69577E+18,White/Caucasian/European,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,25,1,6,2,,,,16,,,,,15,10,,,,,,,,,,,,,,,,5,1,,,,,,4,,,,,4,1,,,,,,,,,,,,,,,,352,26,91,130,,1,,92,6,,6,,302,50,,,,,,,,,,,,,,,,216308.75,214558,-0.815979828,20,80,51407.74436,342711,21591483,WWW.NVFS.ORG,404,38122947,80,55,66.66666667,,,other,3,3,5,5,0,4,8,6,34
582368165,UNITED NATIONS FOUNDATION INC,WASHINGTON,DC,1.62125E+18,White/Caucasian/European,Female,,,,,,,,,15,2,2,2,,,,8,,1,,,7,8,,,,,,,15,,,,,,,,,98,8,7,2,,1,,73,5,2,,,70,28,,,,,,,98,,,,,,,,,295,38,39,22,,2,,177,12,5,,,230,64,,,1,,,,295,,,,,,,,,340132.6,309189.3333,-10.00787004,37.5,62.5,99108.35328,405965,37415263,WWW.UNFOUNDATION.ORG,359,86770336,80,28.57142857,71.42857143,,,other,5,5,5,5,0,2,10,2,34
43534407,Year Up Inc,Boston,MA,1.70135E+18,,Female,,,,,,,,,20,1,4,3,,1,,11,,,,,8,12,,,,,,,,,,,,,,,,11,1,2,1,,,,7,,,,,2,2,,,7,,3,,8,,4,,7,,,,,737,40,251,91,,2,,291,50,,5,7,169,79,4,1,484,2,150,,585,25,173,,539,,,,,300294.9091,314407.8571,4.488738984,38.88888889,61.11111111,89454.23562,597836,103456487,WWW.YEARUP.ORG,1113,179315305,80,46.66666667,30,66.66666667,,college,5,3,5,5,0,2,6,8,34
131624102,National Audubon Society Inc,New York,NY,1.68852E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23,,2,3,,,,16,1,,1,,14,9,,,,,,,,,,,,,,,,51,3,4,2,,,0,42,,,,,36,15,,,,,,,,,,,,1,38,12,,699,29,44,76,,1,,519,30,,,,448,251,,,,,,,,,,,,29,481,189,,365350.5,460195.5714,20.60973145,46.66666667,53.33333333,73554.95567,1276173,77492480,WWW.AUDUBON.ORG,985,150045491,60,68.18181818,46.66666667,50,25,other,4,1,5,0,6,8,6,4,34
133327220,Action Against Hunger USA,New York,NY,1.6988E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,19,,2,1,,,,14,2,,,,8,11,,,,,19,,,,,,,,,,,7,,2,1,,,,4,,,,,1,6,,,,,5,,2,,,,,,,,,1880,11,1808,6,,,,36,0,,0,19,636,1244,,,,,,,,,,,,,,,,188855.5,239902.3333,21.27817292,42.85714286,57.14285714,427495.141,319251,34819750,WWW.ACTIONAGAINSTHUNGER.ORG,85,117737270,80,52.94117647,0,66.66666667,,other,5,5,5,5,0,0,6,8,34
42518575,Bay Cove Human Services Inc,Boston,MA,1.66783E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20,2,2,,,,,16,,,,,7,13,,,,,,,,3,17,,,,,,,6,0,0,1,,0,,5,,,,,3,3,,,,,6,,,1,5,,,,6,,,1977,56,1117,128,,14,,555,57,,50,,1318,659,,,,,,,,,,,,115,1222,119,521,213010.3333,302635,29.61477247,33.33333333,66.66666667,44642.94867,391676,97855806,WWW.BAYCOVE.ORG,2152,138026534,80,40,50,,,other,2,2,5,5,0,10,4,6,34
132578670,Sponsors for Educational Opportunity Inc,NEW YORK,NY,1.6969E+18,Black/African American,Male,Decline to state,Heterosexual or Straight,Person without a disability,,,,,,32,5,12,6,,,,9,,,,,8,24,,,,,32,0,,1,31,,,,,,32,19,3,9,1,,,,6,,,,,13,6,,,,,19,,,,,,19,,,,19,214,26,53,18,,,,59,6,,,52,149,60,,,5,,,,214,,,,214,6,207,1,,237613.3333,318489,25.39355101,40,60,44170.8497,542756,26090708,WWW.SEO-USA.ORG,514,43724114,60,32,33.33333333,71.42857143,,college,2,2,5,5,6,4,6,4,34
42698497,Planned Parenthood League of Massachusetts Inc,Boston,MA,1.69868E+18,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,,,,,,21,2,5,,,0,,12,2,,,,16,3,1,1,,3,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,14,17,,,1,,117,13,,77,10,123,8,10,105,3,,,,,,,,,,,,,239932.75,227487.5,-5.470740151,33.33333333,66.66666667,39443.54683,411509,14470520,WWW.PPLM.ORG,337,31439793,100,58.82352941,66.66666667,66.66666667,,hospital,2,2,5,5,0,4,10,6,34
954666712,University Muslim Medical Association Inc,LOS ANGELES,CA,1.65637E+18,Asian/Asian American,Male,,,Person without a disability,,,,,,11,6,4,1,,,,,,,,,6,5,,,,,,,11,,,,,1,10,,,8,2,2,3,,,,1,,,,,5,3,,,,,,,8,,,,,,8,,,80,7,11,49,,,,7,,,6,,51,12,,17,,,,,80,,,,,2,78,,,203776.75,234776,13.20375592,20,80,60705.23171,234776,6027712,WWW.UMMACLINIC.ORG,87,10854261,66.66666667,66.66666667,71.42857143,,,hospital,3,5,5,5,4,2,6,4,34
311597223,Downtown Womens Center,Los Angeles,CA,1.6759E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,21,1,5,2,,,,13,,,,,18,3,,,,,,,,,,,,,,,,5,1,1,1,,,,2,,,,,3,2,,,,,,,,,,,,,,,,201,8,61,90,,2,,22,6,12,,,160,21,1,19,,,,,,,,,,,,,,217615,194153,-12.08428404,50,50,31816.88926,217615,9893201,WWW.DOWNTOWNWOMENSCENTER.ORG,300,20994562,66.66666667,85,60,,,hospital,1,3,5,5,4,6,10,0,34
943101292,On Lok Day Services,San Francisco,CA,1.694E+18,,,,,,,,,,,7,3,,3,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,14,,31,,,,4,,1,,,23,26,1,,,1,49,,,,,,,,,,,429534.5,247819.6667,-73.32542884,60,40,47464.06122,190709,2516448,WWW.ONLOK.ORG,54,7180931,100,100,57.14285714,,0,hospital,3,5,5,5,0,6,10,0,34
521982223,Education Trust Inc,Washington,DC,1.69888E+18,Black/African American,Female,Not transgender (cisgender),,,,,,,,6,,3,3,,,,,,,,,4,2,,,,,,,,,,,,,,,,11,0,5,4,0,0,0,2,0,,0,0,8,3,,,,,,,,,,,,,,,,137,12,42,32,,,,39,6,,6,,82,30,5,20,,,,,,,,,,,,,,189771.1538,264148.2,28.15731705,27.77777778,72.22222222,78634.16561,387858,16133330,www.edtrust.org,175,28594144,80,66.66666667,57.14285714,50,100,college,4,4,5,5,0,6,6,4,34
222186490,Jespy House,South Orange,NJ,1.69085E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16,1,2,,,,,13,,,,,12,4,,,,,16,,,1,15,,,,16,,,4,,1,,,,,3,,,,,3,1,,,,,4,,,,4,,,,4,,,103,2,68,1,3,,,28,1,,,,77,26,,,,,,,,,,,,1,102,,,211289,159607,-32.3807853,50,50,34492.1405,211289,4544445,WWW.JESPYHOUSE.ORG,123,7358218,100,66.66666667,57.14285714,,,other,1,3,5,5,0,6,10,4,34
231490061,Child Guidance Resource Centers Inc,HAVERTOWN,PA,1.64431E+18,White/Caucasian/European,Female,,,,,,,,,16,,1,,,,,15,,,,,6,10,,,,,,,,,,,,,,,,10,,,,,,,10,,,,,6,4,,,,,,,,,,,,,,,,323,4,78,10,,,,228,3,,,,259,64,,,,,,,,,,,,7,119,197,,251975.25,184857.6667,-36.30770881,42.85714286,57.14285714,36255.49636,281755,21502997,WWW.CGRC.ORG,557,27302147,66.66666667,33.33333333,60,,,other,2,3,5,0,4,6,10,4,34
870212472,The Young Mens Christian Association of Northern Utah,Salt Lake City,UT,1.61962E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20,1,1,0,,0,,18,0,,0,0,6,14,0,0,0,,,,,,,,,,,,,7,0,0,0,,0,,7,0,,0,0,3,4,0,0,0,,,,,,,,,,,,,100,3,3,24,,1,,60,5,,4,0,79,21,0,0,0,,,,,,,,,2,2,25,71,109872,154632,28.9461431,50,50,15197.268,154632,4063821,www.ymcautah.org,252,7625116,,45.45454545,50,,,other,0,2,5,5,0,10,4,8,34
521326357,Progressive Life Center Inc,Washington,DC,1.67711E+18,Black/African American,Female,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,6,,5,,,,,1,,,,,3,3,,,,,6,,0,0,6,,0,,6,,0,10,,9,,,,,1,,,,,7,3,,,,,10,,,,10,,,,10,,,67,,62,2,,,,3,,,,,51,16,,,,,,,67,,,,67,,,,67,190000,163333,-16.32676801,50,50,56003.03371,190000,5337603,,91,24487255,100,40,0,71.42857143,,other,3,5,5,5,0,0,10,6,34
133537710,Covenant House New Jersey Inc,Newark,NJ,1.69413E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,16,1,2,,,,,13,,,,,2,14,,,,,16,,,1,15,,,,0,,16,3,,1,,,,,2,,,,,1,2,,,,,3,,,,3,,,,,,3,156,1,99,8,,,,47,1,,,,96,60,,,,,,,,,,,,,,,,192703.5,262585.5,26.61304604,50,50,48519.24862,345807,9692562,WWW.COVENANTHOUSENJ.ORG,185,16016349,60,13.33333333,40,,,other,3,3,5,5,6,6,6,0,34
411968798,College Possible,Saint Paul,MN,1.67478E+18,Asian/Asian American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9,1,2,,,,,5,1,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,13,25,35,,,,80,8,,0,,123,38,,,,,,,,,,,,2,159,,,157216.75,206084,23.71229693,63.63636364,36.36363636,22193.09476,302960,19870317,WWW.COLLEGEPOSSIBLE.ORG,813,31201183,60,36.36363636,33.33333333,33.33333333,0,college,1,1,5,5,6,4,6,6,34
521231931,Enterprise Community Partners Inc,COLUMBIA,MD,1.70139E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,23,2,5,2,,,,14,,,,,12,11,,,,,,,,,,,,,,,,8,,3,,,,,5,,,,,5,3,,,,,,,,,,,,,,,,1106,,,,,,,498,33,553,22,,641,465,,,,,,,,55,1051,,,28,1078,,,536378.7692,407759,-31.54308531,18.75,81.25,96019.4529,2271979,32220442,WWW.ENTERPRISECOMMUNITY.ORG,292,115861908,80,47.36842105,80,,,other,5,0,5,5,0,0,10,8,33
910482710,The Young Mens Christian Association of Greater Seattle,Seattle,WA,1.67694E+18,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,27,,6,,1,,,19,1,,,,11,16,,,,,,,,,,,,,,,,6,1,2,1,,,1,1,,,,,4,2,,,,,,,,,,,,,,,,2037,289,270,183,,18,25,1012,157,,,83,1346,691,,,,,,,,,,,,,,,,271795.3333,191425.6667,-41.98479131,33.33333333,66.66666667,22987.17492,538276,74614650,WWW.SEATTLEYMCA.ORG,3159,100697862,60,40,25,100,,other,1,0,5,5,6,0,10,6,33
113112635,New York Edge Inc,WOODSIDE,NY,1.66977E+18,White/Caucasian/European,Female,Not transgender,,,,,,,,24,2,3,1,,,,16,2,,,,10,14,,,,,,,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,,,,,8,,,8,,1750,15,240,791,,0,,74,12,,,618,,,,,,,,,,,,,1750,,,,1750,243476.3333,186828,-30.32111532,40,60,16572.73295,302733,35608515,WWW.NEWYORKEDGE.ORG,2087,50435175,0,44,42.85714286,50,,other,0,1,5,5,0,6,10,6,33
200234163,Nurse Family Partnership,Denver,CO,1.67898E+18,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,,9,1,2,1,,,,5,,,,,4,5,,,,,,,,,,,,,,,,5,1,,,,,,4,,,,,5,,,,,,,,,,,,,,,,,162,8,17,10,,3,,118,6,,,,133,29,,,,,,,,,,,,,,,,205641,243493,15.54541609,27.27272727,72.72727273,90778.95313,332647,19805166,WWW.NURSEFAMILYPARTNERSHIP.ORG,203,80252841,80,57.14285714,40,100,,hospital,5,5,5,0,0,6,6,6,33
330215585,Alpha Project for the Homeless,SAN DIEGO,CA,1.58688E+18,White/Caucasian/European,Male,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,6,,,1,,,,5,,,,,3,3,,,,,6,,,2,4,,,3,3,,,12,,1,2,,,,9,,,,,8,4,,,,,12,,,11,1,,,2,10,,,252,7,67,56,,,,122,,,,,101,151,,,,,,,,,,,,,,,,188931,245740.3333,23.11762687,60,40,38498.22252,307166,15474920,www.alphaproject.org,378,27937401,,40,60,,,other,2,3,5,5,0,6,6,6,33
752389095,Childrens Advocacy Center of Collin County Inc,PLANO,TX,1.69335E+18,White/Caucasian/European,Female,,,,,,,,,27,,2,2,,,,23,,,,,11,16,,,,,,,,,,,,,,,,5,,,,,,,4,1,,,,4,1,,,,,5,,,,,,,,,,,63,,4,15,,,,43,1,,,,,,,,,,,,,,,,,,,,,211244,174205,-21.26173187,50,50,62490.23077,211244,4447314,WWW.CACCOLLINCOUNTY.ORG,67,7564621,,53.84615385,71.42857143,,,hospital,3,5,5,0,0,2,10,8,33
521086761,National Park Foundation,Washington,DC,1.66441E+18,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,24,,2,1,,2,,19,,,,,10,14,,,,,,,,,,,,,,,,6,1,,1,,,,4,,,,,2,4,,,,,,,,,,,,,,,,100,9,14,5,,,,72,,,,,75,25,,,,,,,,,,,,,,,,226271.25,330859.5,31.61107661,66.66666667,33.33333333,109468.5714,818051,14279881,WWW.NATIONALPARKS.ORG,110,148524292,60,44,33.33333333,25,,other,5,3,5,0,6,4,4,6,33
911189249,Seattle Aquarium Society-Seas,SEATTLE,WA,1.67685E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,50,1,1,,,,,38,1,,1,8,14,28,0,0,8,0,42,,8,1,41,,8,1,41,,8,15,1,,,,,,13,,,,1,6,9,,,,,,,,,,,,,,,,223,22,7,14,,2,1,140,15,,,22,84,33,8,,98,5,87,,131,11,34,2,176,13,130,7,73,184780,231478.75,20.17409805,80,20,50997.66977,346355,12075194,WWW.SEATTLEAQUARIUM.ORG,220,40153392,40,36.17021277,66.66666667,0,,other,3,3,5,0,6,4,6,6,33
951693616,Hamburger Home,Los Angeles,CA,1.69275E+18,White/Caucasian/European,Female,,,,,,,,,15,0,2,1,,,,11,1,,,,10,5,,,,,,,,,,,,,,,,5,1,0,,,,,3,1,,,,,,,,,,,,,1,4,,,,,,,129,7,11,83,,,,24,4,,,,112,17,,,,,,,,,,,,,,,,203550,156587,-29.99163404,25,75,55485,246304,10421627,WWW.AVIVA.ORG,178,17578567,40,75,80,100,,other,3,4,5,5,6,0,10,0,33
860348306,Arizona Community Foundation,PHOENIX,AZ,1.6861E+18,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,32,2,4,5,,2,,17,2,,0,0,14,18,0,0,0,0,32,0,0,2,30,0,0,0,32,0,0,8,,,2,,,,6,,,,,5,3,,,,,8,,,1,7,,,,8,,,72,1,5,19,,2,,45,,,,,53,19,,,,1,71,,,4,68,,,3,69,,,233290,390494.6667,40.25782682,33.33333333,66.66666667,71926.49351,687131,8109564,WWW.AZFOUNDATION.ORG,86,211703650,66.66666667,32.14285714,50,60,,other,4,2,5,0,4,10,4,4,33
452736163,New Classrooms Innovation Partners Inc,VERONA,NJ,1.61479E+18,White/Caucasian/European,Male,,,,,,,,,12,,2,,,,,,1,,9,,4,8,,,,,,,,,,,,,,,,10,,,,,,,9,1,,,,5,5,,,,,,,,,,,,,,,,89,9,9,5,,1,,65,,,,,49,40,,,,,,,,,,,,,,,,224024.75,258672,13.39427924,50,50,53325.58654,396008,7476648,NEWCLASSROOMS.ORG,112,10051232,60,57.14285714,33.33333333,,,other,3,3,5,0,6,4,6,6,33
953407054,Western Youth Services,Laguna Hills,CA,1.69595E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,8,,,3,,,,5,,,,,5,3,,,,,,,,,,,,,,,,7,1,1,1,,,,4,,,,,,,,,,,,,,,,,,,,,,259,35,4,143,,1,,69,7,,,,213,46,,,,,,,,,,,,,,,,235587,345252.5,31.76385399,40,60,42882.07778,349932,16834814,WESTERNYOUTHSERVICES.ORG,365,21227627,60,66.66666667,66.66666667,,,other,2,3,5,5,6,4,4,4,33
232051143,Congreso De Latinos Unidos Inc,Philadelphia,PA,1.67898E+18,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,12,,,,,,,,,,12,,,,,12,,,,12,,,,,,,,12,,4,,,,,,,,,,4,,,,,4,,,,4,,,,4,,,,4,,187,,,,,,,,,,187,,,,,187,,,,,,,,,,,,,,202831.6667,160098,-26.6921927,25,75,45724.63291,245683,11605331,WWW.CONGRESO.NET,241,21431606,40,11.11111111,60,,,other,2,4,5,0,6,6,10,0,33
204562686,LA Promise Fund,LOS ANGELES,CA,1.62004E+18,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,25,,,,,,,,,,25,,,,,25,,,,25,,,,25,,,,25,,6,,,,,,,,,,6,,,,,6,,,,6,,,,6,,,,6,,50,,,,,,,,,,50,,,,,50,,,,50,,,,50,,,,50,,193119,163499,-18.11631875,33.33333333,66.66666667,56881.13953,229970,7887404,WWW.LAPROMISEFUND.ORG,132,15071176,75,50,75,,,other,3,5,5,0,0,0,10,10,33
680286382,Sonoma Valley Community Health Center,Sonoma,CA,1.58886E+18,Black/African American,Female,Not Transgender (Cisgender),Decline to state,Decline to state,,,,,,11,,,3,,,,7,,,,1,9,2,,,,,,,,,,,,,,,,6,,2,1,,,,2,,,,1,5,1,,,,,,,,,,,,,,,,104,,2,4,,,,3,,,,95,,,,,,,,,,,,,,,,,,212774.375,202356,-5.148537726,20,80,50588.49138,283478,7975172,svchc.org,126,13937473,100,57.14285714,85.71428571,85.71428571,,hospital,3,4,5,5,0,0,10,6,33
581289174,Communities in Schools Inc,ARLINGTON,VA,1.68618E+18,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24,,6,3,,,,15,,,,,8,16,,,,,24,,,,,,,,,,,4,,2,1,,,,1,,,,,1,3,,,,,4,,,,,,,,,,,83,6,31,12,,,,34,,,,,64,19,,,,,,,83,,,,,,,,,200201.125,324720,38.34653702,27.27272727,72.72727273,90548.08451,459083,9004683,WWW.COMMUNITIESINSCHOOLS.ORG,82,46241712,80,31.81818182,40,85.71428571,,other,5,4,5,5,0,6,4,4,33
236393344,World Relief Corporation O National,Baltimore,MD,1.70217E+18,White/Caucasian/European,Male,,,Person without a disability,,,,,,15,2,1,1,0,1,0,8,1,,,1,4,11,,,,,,,,,,,,,,,,9,,4,,,,,4,,,,1,5,4,,,,,,,,,,,,,9,,,962,113,128,112,,2,4,578,25,,,,728,234,,,,,,,,,,,,6,179,,777,169068,163006.5,-3.71856337,66.66666667,33.33333333,83710.72519,169524,55325606,WWW.WR.ORG,658,127183494,80,25,33.33333333,,,other,4,5,5,5,0,4,10,0,33
943297479,Policylink,OAKLAND,CA,1.66856E+18,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,8,2,4,2,,,,,,,,,4,4,,,,,,,,,,,,,,,,5,,2,1,,,,1,1,,,,1,4,,,,,,,,,,,,,,,,86,11,32,9,,,,17,4,,,13,,,,,,,,,,,,,,,,,,268293.3333,401408.6667,33.16204766,33.33333333,66.66666667,117349.2396,591090,14079513,WWW.POLICYLINK.ORG,105,83393172,100,33.33333333,40,,,other,5,4,5,5,0,6,4,4,33
430653618,Young Womens Christian Association of Metropolitan St Louis Missouri,SAINT LOUIS,MO,1.70652E+18,Black/African American,Female,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,19,,7,1,,,,11,,,,,19,,,,,,,,,,,,,,,,,6,,5,,,,,1,,,,,6,,,,,,,,,,,,,,,,,288,2,216,6,,0,,57,7,,,,,,,,,,,,,,,,,,,,,161248,126265,-27.70601513,50,50,40655.92635,161248,14639055,WWW.YWCASTLOUIS.ORG,355,28199996,60,85,100,,0,other,2,5,5,5,6,0,10,0,33
942760764,Education Training and Research Associates,Scotts Valley,CA,1.6203E+18,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13,2,1,2,,0,,8,0,,0,0,11,1,1,,,0,13,,,,,,,,,,,6,2,1,0,,0,,3,,,,,3,3,,,,,,,,,,,,,,,,104,17,10,12,,1,,64,,,,,,,,,,,,,,,,,,,,,,203666,222961.4,8.654143722,45.45454545,54.54545455,90698.75806,341571,13583449,WWW.ETR.ORG,135,19349341,80,45.45454545,66.66666667,66.66666667,0,college,5,5,5,0,0,4,6,8,33
953008850,Council of Community Clinics,San Diego,CA,1.69595E+18,,,,,,,,,,,16,1,,4,,1,1,5,,,4,,9,7,,,,,7,9,,2,9,5,,,11,5,,23,2,2,,,1,,18,,,,,12,11,,,,,,,,,,,,2,20,1,,103,12,6,19,,,,64,1,,1,,80,23,,,,,,,,,,,,1,19,14,69,237018.6667,283114.5,16.28169286,40,60,7683.507042,415929,3100099,HCPSOCAL.ORG,81,73607187,60,40,50,100,,hospital,0,0,5,0,6,10,6,6,33
111631747,Forestdale Inc,Forest Hills,NY,1.70562E+18,White/Caucasian/European,Male,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,29,8,4,2,0,,,15,,,,,17,12,,,,,29,,,,,,,,,,,7,,2,3,,,,2,,,,,6,1,,,,,,,,,,,,,,,,489,28,172,143,,1,,66,16,,63,,386,75,,,28,,,,,,,,,,,,,182812.6,268569,31.9308632,28.57142857,71.42857143,53271.0419,307812,20522234,WWW.FORESTDALEINC.ORG,365,33870328,100,57.14285714,55.55555556,,,other,3,4,5,5,0,6,4,6,33
