,Unnamed: 0.1,Unnamed: 0,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
492,515,845,391225709,Boys & Girls Club Fox Valley Inc,APPLETON,WI,1679702400000000000,White/Caucasian/European,Male,,,Person without a disability,,,,,,26.0,1.0,2.0,,,,,22.0,,1.0,,,9.0,17.0,,,,,,,,,,,,,,,,9.0,,,,,,,9.0,,,,,7.0,2.0,,,,,,,,,,,,,,,,179.0,4.0,13.0,10.0,,1.0,0.0,145.0,6.0,,,,135.0,44.0,,,,,,,,,,,,19.0,145.0,14.0,1.0,0.0,183244.0,100.0,100.0,0.0,17783.715555555555,183244.0,4184580.0,BGCLUBFOXVALLEY.ORG,226,9240725.0,,36.84210526315789,12.5,,
493,516,846,391247667,LA Causa Inc,Milwaukee,WI,1687855582000000000,Hispanic/Latino/Latina/Latinx,Male,,,,,,,,,13.0,,1.0,7.0,,,,5.0,,,,,5.0,8.0,,,,,,,,,,,,,,,,9.0,,,4.0,,,,5.0,,,,,5.0,4.0,,,,,,,,,,,,,,,,215.0,2.0,31.0,74.0,,1.0,,106.0,1.0,,,,,,,,,,,,,,,,215.0,,,,215.0,171676.0,349675.0,50.904125259169234,50.0,50.0,39754.84251968504,349675.0,10619081.0,WWW.LACAUSA.ORG,256,16042150.0,100.0,28.57142857142857,33.33333333333333,,
494,517,847,391249426,Community Advocates Inc,MILWAUKEE,WI,1674777600000000000,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,,,,,,13.0,,4.0,1.0,,,,8.0,,,,,10.0,3.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,140.0,5.0,85.0,17.0,,,,33.0,,,,,104.0,36.0,,,,,,,,,,,,,,,,179298.0,0.0,-1.0,0.0,100.0,29608.235741444867,179298.0,7966264.0,WWW.COMMUNITYADVOCATES.COM,264,54333478.0,,83.33333333333334,71.42857142857143,,
495,518,850,391384593,Feeding America Eastern Wisconsin Inc,Milwaukee,WI,1646934012000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,4.0,2.0,0.0,,,,17.0,,,,,7.0,16.0,,,,,,,,,,,,,,,,6.0,,,,,,,6.0,,,,,2.0,4.0,,,,,6.0,,,1.0,5.0,,,,6.0,,,67.0,2.0,12.0,2.0,,,,49.0,,,2.0,,33.0,34.0,,,,,,,,,,,,,,,,236480.0,0.0,-1.0,0.0,100.0,47097.794117647056,236480.0,5040455.0,WWW.FEEDINGAMERICAWI.ORG,103,73386617.0,0.0,27.77777777777778,40.0,,
496,519,852,391524326,Beyond Vision Inc,Milwaukee,WI,1680048000000000000,,,,,,,,,,,13.0,,,2.0,,,,11.0,,,,,3.0,10.0,,,,,,,,,,,,1.0,,,12.0,8.0,1.0,,,,,,7.0,,,,,3.0,5.0,,,,,,,,,,,,1.0,,,7.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,56.0,0.0,228521.5,100.0,100.0,0.0,48771.16,374966.0,4571923.0,WWW.BEYONDVISION.COM,79,9801223.0,25.0,0.0,0.0,,
497,520,860,410693910,Girl Scouts of Minnesota and Wisconsin River Valleys Inc,Saint Paul,MN,1695740430000000000,Black/African American,Female,,,,,,,,,25.0,1.0,3.0,2.0,,,,18.0,1.0,,,,21.0,4.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,3.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,142.0,15.0,15.0,8.0,,,,101.0,3.0,,,,131.0,10.0,1.0,,,,,,,,,,,,,,,175916.33333333334,213595.0,17.640238145399778,25.0,75.0,39121.637931034486,235966.0,9817564.0,WWW.GIRLSCOUTSRV.ORG,236,21615008.0,100.0,80.0,100.0,,100.0
498,521,864,410907046,Mount Olivet Rolling Acres Inc,Victoria,MN,1577923200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,,,,,,14.0,,,,,9.0,5.0,,,,,14.0,,,,14.0,,,,,,,12.0,,,1.0,,,,11.0,,,,,10.0,2.0,,,,,12.0,,,,12.0,,,,12.0,,,450.0,,,,,,,,,,,450.0,,,,,450.0,,,,,,,,,,,,,208108.0,0.0,-1.0,0.0,100.0,36411.69755244755,208108.0,21035599.0,MORACARES.ORG,573,39199197.0,,64.28571428571429,40.0,,
499,522,865,410907857,Lifeworks Services Inc,RICHFIELD,MN,1676332800000000000,Black/African American,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,12.0,,5.0,,,,,7.0,,,,,5.0,7.0,,,,,,,,,,,,1.0,11.0,,,6.0,,1.0,,,,,5.0,,,,,5.0,1.0,,,,,,,,,,,,,6.0,,,189.0,9.0,18.0,6.0,,,,155.0,,1.0,,,141.0,47.0,1.0,,,,,,,,,,,14.0,175.0,,,167322.33333333334,183164.0,8.648897527170545,40.0,60.0,39336.35227854583,202468.0,77692191.0,WWW.LIFEWORKS.ORG,1958,90055832.0,80.0,50.0,33.33333333333333,,
501,524,867,410916478,Pillsbury United Communities,MINNEAPOLIS,MN,1649091539000000000,Black/African American,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,15.0,4.0,3.0,,,,,8.0,,,,,6.0,9.0,,,,,15.0,,,,,,15.0,,,,,19.0,1.0,7.0,1.0,,1.0,,9.0,,,,,13.0,6.0,,,,,,,,,,,,,,,,94.0,1.0,36.0,13.0,,10.0,,32.0,2.0,,,,62.0,31.0,,1.0,,,,,,,,,,,,,,0.0,189831.0,100.0,100.0,0.0,21111.086666666662,189831.0,6523157.0,WWW.PUC-MN.ORG,301,15266660.0,,38.46153846153847,60.0,,
502,525,868,410941924,Minnesota Diversified Industries Inc,MINNEAPOLIS,MN,1661731200000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,,2.0,,,,,8.0,,,,,,,,,,0.0,10.0,,,,,,,2.0,8.0,,,9.0,,1.0,1.0,,,,7.0,,,,,5.0,4.0,,,,,9.0,,,,,,,9.0,,,,410.0,,,,,,,,,,,,,,,,,,,,,,,,,210.0,200.0,,,225617.0,259103.5,12.923985974716668,66.66666666666666,33.33333333333333,50623.15068493151,300006.0,4439314.0,WWW.MDI.ORG,76,10486776.0,60.0,50.0,33.33333333333333,,
503,526,869,410946789,The Minnesota Opera,Minneapolis,MN,1671580800000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,1.0,,,,,5.0,,,,,4.0,2.0,1.0,,,,,,,4.0,3.0,,,,,,,210.0,8.0,8.0,5.0,,2.0,,97.0,6.0,,2.0,82.0,65.0,49.0,13.0,1.0,82.0,3.0,125.0,,82.0,43.0,74.0,11.0,82.0,34.0,90.0,4.0,82.0,0.0,236058.0,100.0,100.0,0.0,32188.191176470587,236058.0,6802449.0,www.mnopera.org,205,16099693.0,66.66666666666666,64.28571428571429,57.14285714285714,,
504,527,870,410983062,The Bridge for Youth,Minneapolis,MN,1649957550000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,6.0,,,,,7.0,,,,,8.0,5.0,,,,,13.0,,,1.0,12.0,,,,13.0,,,6.0,,1.0,,,,,3.0,2.0,,,,5.0,1.0,,,,,6.0,,,,6.0,,,,6.0,,,59.0,2.0,20.0,17.0,,,,15.0,5.0,,,,,,,,,,,,,,,,,,,,,156000.0,0.0,-1.0,0.0,100.0,35486.47191011236,156000.0,3314296.0,WWW.BRIDGEFORYOUTH.ORG,90,4590246.0,,76.47058823529412,25.0,,
505,528,872,411240048,Tubman,MINNEAPOLIS,MN,1672185600000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,24.0,3.0,5.0,1.0,,0.0,,13.0,2.0,,,,15.0,8.0,1.0,,,1.0,,,23.0,3.0,19.0,,2.0,1.0,21.0,,2.0,8.0,,2.0,,,,,6.0,,,,,7.0,1.0,,,,,,,8.0,2.0,6.0,,,,,,8.0,122.0,9.0,37.0,1.0,,2.0,,69.0,4.0,,,,107.0,13.0,2.0,,,,,,,,,,,5.0,117.0,,,197789.0,0.0,-1.0,0.0,100.0,42577.81879194631,197789.0,6541884.0,WWW.TUBMAN.ORG,150,11741856.0,100.0,80.95238095238095,33.33333333333333,,
506,529,873,411260581,Think Small,Saint Paul,MN,1632352164000000000,Decline to state,Female,Decline to state,Decline to state,Decline to state,,,,,,17.0,2.0,4.0,0.0,,0.0,,11.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,16.0,1.0,3.0,2.0,,0.0,,10.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,80.0,17.0,10.0,2.0,,0.0,,48.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,250543.0,185368.0,-35.1597902550602,50.0,50.0,57977.01724137931,250543.0,7161245.0,www.thinksmall.org,118,30547585.0,66.66666666666666,50.0,80.0,,
507,530,875,411354181,Minnesota Childrens Museum,SAINT PAUL,MN,1641211900000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,41.0,2.0,2.0,3.0,,,,33.0,1.0,,,,22.0,19.0,,,,,,,,,,,,,,,,5.0,,1.0,,,,,4.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,91.0,2.0,11.0,6.0,,,,70.0,2.0,,,,51.0,40.0,,,,1.0,,,90.0,,,,,,,,,249297.0,178610.0,-39.57617154694586,50.0,50.0,34140.22321428572,249297.0,4251612.0,www.mcm.org,114,10384942.0,50.0,55.26315789473685,80.0,,
508,531,876,411425264,Achieve Twin Cities,MINNEAPOLIS,MN,1698624000000000000,Native American/American Indian/Alaska Native/Indigenous,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,37.0,1.0,4.0,1.0,,1.0,,18.0,3.0,,9.0,,18.0,19.0,,,,,,,,,,,,,,,,8.0,,1.0,,,1.0,,6.0,,,,,6.0,2.0,,,,,,,,,,,,,,,,61.0,7.0,10.0,4.0,,1.0,,34.0,4.0,,1.0,,42.0,17.0,1.0,1.0,,,,,,,,,,,,,,179237.0,0.0,-1.0,0.0,100.0,53997.15384615384,179237.0,3689052.0,WWW.ACHIEVETWINCITIES.ORG,66,5735316.0,,41.17647058823529,60.0,,
509,532,877,411429208,St Davids Center,MINNETONKA,MN,1697155200000000000,White/Caucasian/European,Female,,,,,,,,,19.0,,3.0,2.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,16.0,,,,,15.0,1.0,,,,,,,,,,,,,,,,464.0,16.0,25.0,8.0,,,1.0,410.0,4.0,,,,,,,,,,,,,,,,,,,,,189865.3333333333,0.0,-1.0,0.0,100.0,31108.30975143404,245224.0,16839242.0,WWW.STDAVIDSCENTER.ORG,526,23440337.0,,83.33333333333334,50.0,,
510,533,880,411616861,Community Reinvestment Fund Inc,Minneapolis,MN,1569456000000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Decline to state,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,16.0,,4.0,1.0,,,,10.0,1.0,,,,4.0,12.0,,,,,,,16.0,,,,16.0,,,,16.0,8.0,,,,,,,8.0,,,,,4.0,4.0,,,,,,,8.0,,,,8.0,,,,8.0,63.0,6.0,2.0,1.0,,,,52.0,2.0,,,,33.0,30.0,,,,,,,63.0,1.0,,,62.0,,,,63.0,351264.5,433597.5555555556,18.988357867946164,60.0,40.0,156235.2705882353,772527.0,17774087.0,WWW.CRFUSA.COM,100,38368250.0,20.0,35.714285714285715,36.36363636363637,33.33333333333333,
511,534,881,411694717,Minnesota Assistance Council for Veterans,Saint Paul,MN,1675728000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,12.0,,2.0,1.0,,1.0,,8.0,,,,0.0,7.0,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,98.0,1.0,11.0,4.0,,1.0,,53.0,1.0,,27.0,,34.0,27.0,,37.0,,,,,,,,,,,,,,0.0,223865.0,100.0,100.0,0.0,49174.35365853659,223865.0,4256162.0,WWW.MAC-V.ORG,83,10768734.0,0.0,62.5,40.0,,
514,537,885,411848081,Transfair USA,OAKLAND,CA,1668556800000000000,White/Caucasian/European,Male,,,,,,,,,11.0,,,,,,,7.0,,4.0,,,4.0,7.0,,,,,,,,,,,,,,,,8.0,,,,,,,6.0,,2.0,,,4.0,4.0,,,,,,,,,,,,,,,,97.0,8.0,5.0,11.0,,,,61.0,7.0,,5.0,,62.0,20.0,7.0,8.0,,,,,,10.0,72.0,15.0,,9.0,85.0,3.0,,187904.0,299849.3333333333,37.333861005749554,75.0,25.0,71924.29921259843,381006.0,10221838.0,WWW.FAIRTRADECERTIFIED.ORG,131,24006067.0,50.0,33.33333333333333,22.22222222222222,,
516,539,887,412024986,Common Sense Media,SAN FRANCISCO,CA,1699401600000000000,White/Caucasian/European,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,1.0,,,,5.0,1.0,,,,4.0,4.0,,,,,,,,,,,,,,,,117.0,19.0,6.0,23.0,,,,64.0,5.0,,,,72.0,45.0,,,,,,,,9.0,81.0,5.0,22.0,6.0,79.0,7.0,25.0,278821.5,277375.625,-0.5212696681620816,66.66666666666666,33.33333333333333,87285.2816091954,583955.0,18521930.0,WWW.COMMONSENSE.ORG,186,41899008.0,40.0,40.0,40.0,25.0,
517,540,888,412147486,Jewish Family Services of Washtenaw County Inc,ANN ARBOR,MI,1640001636000000000,White/Caucasian/European,Female,,,,,,,,,23.0,,,,,,,,,,,,16.0,7.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,53.0,22.0,,,,,,,,,,,,,,,,168453.5,0.0,-1.0,0.0,100.0,29337.647058823528,182948.0,2830607.0,WWW.JFSANNARBOR.ORG,87,6707917.0,,50.0,87.5,,
518,541,891,416031510,Saint Paul & Minnesota Foundation,SAINT PAUL,MN,1646211466000000000,Native American/American Indian/Alaska Native/Indigenous,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,23.0,3.0,4.0,3.0,,1.0,,12.0,,,,,11.0,12.0,,,,,,,,,,,,,,,,6.0,,1.0,,,1.0,,4.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,65.0,9.0,10.0,2.0,,1.0,,40.0,3.0,,,,50.0,15.0,,,,,,,,,,,,,,,,221004.0,358581.75,38.36719241846525,33.33333333333333,66.66666666666666,79675.87323943662,695879.0,8859346.0,WWW.SPMCF.ORG,83,122971818.0,80.0,33.33333333333333,50.0,60.0,
519,542,892,420680425,United Way of Central Iowa,DES MOINES,IA,1644578754000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,39.0,,,,,,,31.0,,8.0,,,16.0,23.0,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,73.0,,8.0,2.0,,,,63.0,,,,,62.0,11.0,,,,,,,,4.0,69.0,,,,,,,180343.66666666663,161227.0,-11.856988386974052,25.0,75.0,54247.65263157895,228105.0,5855785.0,WWW.UNITEDWAYDM.ORG,99,26442012.0,60.0,44.11764705882353,83.33333333333334,,
520,544,896,421135083,Horizons A Family Service Alliance,CEDAR RAPIDS,IA,1693526400000000000,,,,,,,,,,,20.0,1.0,1.0,,,,,18.0,,,,,11.0,9.0,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,52.0,1.0,7.0,1.0,,,1.0,34.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,,,,0.0,152371.0,100.0,100.0,0.0,30319.615384615383,152371.0,2123146.0,HORIZONSFAMILY.ORG,66,3928911.0,,53.84615384615385,85.71428571428571,,
521,545,897,421186501,Proteus Inc,Des Moines,IA,1690983530000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,12.0,,1.0,5.0,,,,6.0,,,,,8.0,4.0,,,,0.0,12.0,,,0.0,12.0,,,,,,,6.0,,,1.0,,,,4.0,1.0,,,,3.0,3.0,,,,0.0,6.0,,,1.0,5.0,,,,,,,53.0,,,,,,,,,,,,39.0,5.0,,,9.0,,53.0,,,3.0,39.0,,11.0,,,,,162962.0,175538.0,7.164260729870456,50.0,50.0,37989.052083333336,175538.0,3985449.0,WWW.PROTEUSINC.NET,98,6779811.0,,66.66666666666666,62.5,,
522,546,898,421311721,Homes of Oakridge Human Services,Des Moines,IA,1674086400000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,,3.0,1.0,,,,13.0,,,,,9.0,8.0,,,,,,17.0,0.0,,,17.0,,,,17.0,,8.0,,,,,,,,,,,,4.0,4.0,,,,,,,8.0,,,,8.0,1.0,,7.0,,61.0,0.0,44.0,3.0,,1.0,,13.0,,,,,37.0,24.0,,,,,,,61.0,,,,,6.0,55.0,,,171779.0,0.0,-1.0,0.0,100.0,2051.7619047619046,190522.0,515906.0,OAKRIDGENEIGHBORHOOD.ORG,86,4355824.0,100.0,64.28571428571429,57.14285714285714,,
523,547,900,421492988,Iowa Jag Inc,DES MOINES,IA,1694736000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,25.0,,,,,,,,,,,,16.0,9.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,181.0,,34.0,,,,,134.0,13.0,,,,132.0,49.0,,,,,,,,,,,,,,,,166095.0,0.0,-1.0,0.0,100.0,44144.4371257485,166095.0,7538216.0,WWW.I-JAG.ORG,168,8843429.0,,61.53846153846154,100.0,,
524,548,903,421633060,Youth Empowerment Project,New Orleans,LA,1694044800000000000,,Female,,,,,,,,,24.0,,8.0,1.0,,,,15.0,,,,,15.0,9.0,,,,,,,,,,,,,,,,5.0,,2.0,,,,,2.0,1.0,,,,1.0,4.0,,,,,5.0,,,1.0,4.0,,,,5.0,,,55.0,,37.0,5.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,174674.0,0.0,-1.0,0.0,100.0,52852.48148148148,174674.0,3028708.0,WWW.YOUTHEMPOWERMENTPROJECT.ORG,55,4776817.0,100.0,58.333333333333336,100.0,,
525,549,904,421772557,Global Poverty Project Inc,NEW YORK,NY,1615686814000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Person without a disability,,,,,,21.0,,,,,,,,,,,,7.0,14.0,,,,,,,21.0,,,,21.0,,,,21.0,19.0,,,,,,,,,,19.0,,,,,19.0,,,,,19.0,,,,19.0,,,,19.0,88.0,,,,,,,,,,88.0,,,,,88.0,,,,,88.0,,,,88.0,,,,88.0,327111.6666666667,295755.0,-10.60224397446085,70.0,30.0,76236.828125,427883.0,12809934.0,WWW.GLOBALCITIZEN.ORG,138,91596868.0,60.0,43.47826086956522,50.0,0.0,
526,550,906,430652648,Kingdom House,ST LOUIS,MO,1631104550000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,20.0,1.0,4.0,1.0,,,,14.0,,,,,8.0,12.0,,,,,,,,,,,,,,,,12.0,,3.0,,,,,9.0,,,,,9.0,3.0,,,,,,,,,,,,,,,,61.0,,33.0,7.0,,,,20.0,1.0,,,,53.0,8.0,,,,,,,,,,,,,,,,0.0,152199.0,100.0,100.0,0.0,17697.768292682926,152199.0,3054633.0,WWW.LIFEWISESTL.ORG,165,5069438.0,,41.17647058823529,20.0,,
527,551,908,430653618,Young Womens Christian Association of Metropolitan St Louis Missouri,SAINT LOUIS,MO,1618413008000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,27.0,,7.0,1.0,,,,19.0,,,,,27.0,,,,,,,,,,,,,,,,,6.0,,5.0,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,288.0,2.0,216.0,6.0,,0.0,,57.0,7.0,,,,,,,,,,,,,,,,,,,,,161248.0,126265.0,-27.706015126915613,50.0,50.0,40655.92634560906,161248.0,14639055.0,WWW.YWCASTLOUIS.ORG,355,28199996.0,80.0,95.0,87.5,,0.0
528,552,909,430654857,UNLEASHING POTENTIAL,SAINT LOUIS,MO,1690329600000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,,5.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,12.0,3.0,,3.0,,,,,,,,,,3.0,,,,,,3.0,,,,3.0,,,,3.0,,,65.0,,,,,,,,,,,65.0,,,,,65.0,,,,65.0,,,,65.0,,,,65.0,163055.0,0.0,-1.0,0.0,100.0,17404.252032520326,163055.0,2303778.0,WWW.UPSTL.ORG,124,3972769.0,100.0,63.63636363636363,60.0,,
529,553,910,430654866,Missouri Historical Society Jefferson Memorial Building,SAINT LOUIS,MO,1698278400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,41.0,2.0,10.0,1.0,0.0,0.0,0.0,27.0,1.0,,0.0,0.0,21.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,11.0,,4.0,,,,,7.0,,,,,8.0,3.0,,,,,,,11.0,1.0,10.0,,,1.0,10.0,,,225.0,1.0,66.0,7.0,0.0,0.0,0.0,149.0,1.0,,0.0,1.0,139.0,86.0,0.0,0.0,0.0,,,,,,,,,,,,,216509.5,0.0,-1.0,0.0,100.0,39843.98312236287,370531.0,10742081.0,WWW.MOHISTORY.ORG,243,36156227.0,100.0,50.0,66.66666666666666,,
530,554,911,430662471,Girl Scouts of Eastern Missouri Inc,Saint Louis,MO,1646313099000000000,White/Caucasian/European,Female,,,,,,,,,25.0,1.0,1.0,,,0.0,,18.0,5.0,,,,20.0,5.0,,0.0,,,,,,,,,,,,,,6.0,,1.0,,,,,5.0,,,,,6.0,,,,,,,,,,,,,,,,,97.0,1.0,20.0,3.0,,,,72.0,1.0,,,,87.0,10.0,,,,,,,,,,,,,,,,226593.4,0.0,-1.0,0.0,100.0,31558.582474226805,482756.0,7255332.0,WWW.GIRLSCOUTSEM.ORG,199,17676549.0,100.0,65.21739130434783,100.0,,
531,555,916,430899356,Samuel U Rodgers Health Center Inc,Kansas City,MO,1690329600000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,13.0,2.0,5.0,2.0,,,,4.0,,,,,8.0,5.0,,,,,,,,,,,,,,,,6.0,0.0,2.0,0.0,,0.0,,4.0,0.0,,0.0,,3.0,3.0,0.0,0.0,0.0,,,,,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,282.0,10.0,90.0,93.0,,,,68.0,12.0,,,9.0,229.0,53.0,,,,,,,,,,,,,,,,247886.3333333333,235302.25,-5.348050574668683,57.14285714285714,42.85714285714285,57374.30508474576,274740.0,18610288.0,WWW.RODGERSHEALTH.ORG,302,28604502.0,60.0,50.0,60.0,,
532,556,917,430949079,Comprehensive Mental Health Services Inc,Independence,MO,1608563378000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,11.0,,3.0,,,,,8.0,,,,,,,,,11.0,,,,11.0,,,,11.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,9.0,40.0,7.0,,,,149.0,,7.0,,,114.0,98.0,,,,,,,,,,,,6.0,206.0,,,271727.4,430447.3333333333,36.87325278663592,37.5,62.5,25561.95873015873,325064.0,9155686.0,WWW.THECMHS.COM,323,10073262.0,80.0,56.25,42.85714285714285,,
533,557,921,430971560,Operation Breakthrough Inc,Kansas City,MO,1695772800000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,4.0,,,,,10.0,,,,,6.0,8.0,,,,,14.0,,,,,,14.0,,14.0,,,21.0,0.0,5.0,0.0,,0.0,,14.0,2.0,,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,191.0,1.0,113.0,6.0,,1.0,,64.0,6.0,,0.0,0.0,170.0,19.0,0.0,2.0,0.0,0.0,189.0,2.0,0.0,0.0,189.0,2.0,0.0,0.0,191.0,0.0,0.0,241868.0,0.0,-1.0,0.0,100.0,36608.66550522648,281280.0,10990423.0,OPERATIONBREAKTHROUGH.ORG,289,16723338.0,66.66666666666666,46.15384615384615,50.0,,
534,558,925,431016961,Oats Inc,Columbia,MO,1677196800000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,1.0,2.0,,,,,11.0,,,,,8.0,6.0,,,,,,,,,,,,,,,,6.0,,,,,,,6.0,,,,,4.0,2.0,,,,,,,,,,,,,,,,583.0,2.0,60.0,12.0,,2.0,,502.0,5.0,,,,230.0,353.0,,,,,,,583.0,,,,583.0,,,,583.0,164769.0,0.0,-1.0,0.0,100.0,23406.00134228188,164769.0,17602240.0,WWW.OATSTRANSIT.ORG,746,29587471.0,,66.66666666666666,50.0,,
